gene	tpm
YDR211W	85.1239
YDR212W	211.9026
YDR213W	20.319973
YDR214W	638.69
YDR215C	11.7626
YDR216W	20.1905
YDR217C	24.6452
YDR218C	3.92654
YDR219C	17.3653
YDR220C	0
YDR221W	35.50097
YDR222W	23.57221
YDR223W	14.7503
YDR224C	322.7856
YDR225W	250.193
YDR226W	344.967
YDR227W	13.574
YDR228C	26.3187
YDR229W	25.68168
YDR230W	33.0045
YDR231C	28.5273
YDR232W	140.2676
YDR233C	267.532
YDR234W	51.4776
YDR235W	25.2550541
YDR236C	58.1281
YDR237W	60.5575
YDR238C	128.2285
YDR239C	18.5194
YDR240C	18.3581643
YDR241W	17.415
YDR242W	14.411406
YDR243C	14.469549154
YDR244W	19.27150180968
YDR245W	70.1262
YDR246W	61.731
YDR246W-A	20.627
YDR247W	11.43254
YDR248C	27.64641
YDR249C	20.9709592
YDR250C	1.81846
YDR251W	38.1636000015965
YDR252W	8.25303
YDR253C	8.17208
YDR254W	9.88994
YDR255C	12.711349828
YDR256C	18.4836
YDR257C	33.95304
YDR258C	105.368
YDR259C	4.17671
YDR260C	42.5168
YDR261C	60.9095
YDR261C-C	0
YDR261C-D	90.4563
YDR261W-A	8.79884
YDR261W-B	24.218
YDR262W	109.0564
YDR263C	6.69117
YDR264C	86.5535
YDR265W	24.4621
YDR266C	36.7459
YDR267C	34.3742
YDR268W	30.32537
YDR269C	25.4688
YDR270W	20.7176
YDR271C	30.8038
YDR272W	74.4108
YDR273W	2.89274
YDR274C	7.11032
YDR275W	27.887
YDR276C	244.474
YDR277C	52.57965
YDR278C	1.95565
YDR279W	11.706
YDR280W	61.0814
YDR281C	5.77714
YDR282C	41.9444
YDR283C	26.0898
YDR284C	48.5795
YDR285W	6.04207
YDR286C	23.78449
YDR287W	21.04296
YDR288W	20.32500200146
YDR289C	24.0236
YDR290W	0.452871
YDR291W	18.8084
YDR292C	51.4961
YDR293C	83.2960000151564
YDR294C	48.20491
YDR295C	21.26798
YDR296W	56.9693
YDR297W	74.7679
YDR298C	135.5703
YDR299W	27.764
YDR300C	65.0135
YDR301W	24.1214
YDR302W	33.49173
YDR303C	33.7991
YDR304C	239.5835
YDR305C	23.62468
YDR306C	17.99349
YDR307W	0
YDR308C	49.6825
YDR309C	46.0207
YDR310C	35.3512
YDR311W	27.312693
YDR312W	33.5528
YDR313C	29.76407
YDR314C	7.51858
YDR315C	14.91746
YDR316W	15.93032
YDR316W-A	0.287063
YDR316W-B	0.547791
YDR317W	12.5906
YDR318W	8.10017
YDR319C	18.5905
YDR320C	21.9104121732
YDR320C-A	127.6976
YDR320W-B	18.8466
YDR321W	74.2958
YDR322C-A	86.4186
YDR322W	42.6674
YDR323C	7.88042
YDR324C	70.5125
YDR325W	17.2307
YDR326C	38.4571
YDR327W	24.6957
YDR328C	160.7162
YDR329C	31.943
YDR330W	54.6281897
YDR331W	43.4996
YDR332W	16.9186
YDR333C	35.4854
YDR334W	45.7267
YDR335W	48.0022000019664
YDR336W	21.02944
YDR337W	41.6345
YDR338C	17.38696
YDR339C	112.6486
YDR340W	236.026
YDR341C	144.8887
YDR342C	204.7291
YDR343C	14.4175
YDR344C	18.0625
YDR345C	495.5064
YDR346C	131.1027
YDR347W	94.2819
YDR348C	42.21689
YDR349C	83.1122
YDR350C	30.1727
YDR351W	24.3956
YDR352W	28.9454
YDR353W	347.76
YDR354C-A	0
YDR354W	51.9834
YDR355C	11.2105
YDR356W	9.50631
YDR357C	66.695
YDR358W	21.446
YDR359C	21.949
YDR360W	20.864
YDR361C	55.85324
YDR362C	21.79919
YDR363W	20.1541
YDR363W-A	300.6607
YDR364C	27.83819
YDR365C	108.152
YDR365W-A	6.26111e-06
YDR365W-B	525.386
YDR366C	98.2158
YDR367W	34.5842
YDR368W	90.7368
YDR369C	10.4492
YDR370C	31.4792
YDR371C-A	8.50083
YDR371W	15.80888
YDR372C	87.1886
YDR373W	161.2118
YDR374C	1.74058
YDR374W-A	44.6634
YDR375C	33.411
YDR376W	36.7964
YDR377W	88.7649
YDR378C	34.42835
YDR379C-A	115.4071
YDR379W	15.968686
YDR380W	118.30500214198
YDR381C-A	30.8859
YDR381W	235.6008
YDR382W	775.995
YDR383C	16.73681
YDR384C	55.6579
YDR385W	810.441
YDR386W	7.75139
YDR387C	12.8855
YDR388W	106.5255
YDR389W	45.6882
YDR390C	30.362754
YDR391C	41.0738
YDR392W	24.5675
YDR393W	24.65872
YDR394W	256.562
YDR395W	95.8929000299775
YDR396W	17.6472
YDR397C	53.5234
YDR398W	103.1668
YDR399W	324.806
YDR400W	62.4941
YDR401W	2.05158
YDR402C	4.36864
YDR403W	8.57467
YDR404C	92.321
YDR405W	23.82188
YDR406W	21.4059
YDR406W-A	0.333592
YDR407C	24.6558
YDR408C	83.5384
YDR409W	12.4165
YDR410C	40.8991
YDR411C	36.93251
YDR412W	47.8866
YDR413C	0
YDR414C	23.08753
YDR415C	29.5873
YDR416W	17.5326601
YDR417C	456.598
YDR418W	551.7978
YDR419W	18.20432
YDR420W	20.9248
YDR421W	11.3042000003722
YDR422C	32.00147
YDR423C	34.73656
YDR424C	109.5391
YDR425W	8.61327
YDR426C	8.29335
YDR427W	164.978
YDR428C	26.26024
YDR429C	217.6156
YDR430C	41.992593
YDR431W	0.428651
YDR432W	53.9624
YDR433W	52.3027
YDR434W	42.3078
YDR435C	40.6191
YDR436W	14.06458
YDR437W	16.20597
YDR438W	5.90285
YDR439W	6.501384143
YDR440W	14.3589
YDR441C	37.55678
YDR442W	8.94503
YDR443C	12.1421
YDR444W	13.0662000390394
YDR445C	13.2867
YDR446W	0.534701
YDR447C	287.8351
YDR448W	24.19355
YDR449C	64.1106
YDR450W	559.8846
YDR451C	16.20718
YDR452W	52.5608
YDR453C	66.8326
YDR454C	138.2498
YDR455C	8.71772
YDR456W	42.7774
YDR457W	53.4906
YDR458C	27.80227
YDR459C	18.04566
YDR460W	17.46027
YDR461C-A	75.0358
YDR461W	152.615
YDR462W	63.383
YDR463W	40.0696
YDR464C-A	0
YDR464W	18.7307
YDR465C	63.6992
YDR466W	24.61756
YDR467C	5.44781
YDR468C	34.712
YDR469W	37.3943
YDR470C	12.5733000034163
YDR471W	536.8783
YDR472W	39.2844
YDR473C	6.41756
YDR475C	17.96756
YDR476C	57.3388
YDR477W	48.31505
YDR478W	16.14021
YDR479C	26.795400174194
YDR480W	13.69
YDR481C	70.001800517
YDR482C	32.37625
YDR483W	202.5764
YDR484W	16.153553144
YDR485C	16.6743
YDR486C	62.811
YDR487C	178.8733
YDR488C	4.29256
YDR489W	25.5429
YDR490C	22.77007
YDR491C	9.64572
YDR492W	81.6854
YDR493W	48.5784
YDR494W	44.1067
YDR495C	12.2551
YDR496C	127.1834
YDR497C	136.17442
YDR498C	27.1659
YDR499W	7.52244
YDR500C	1186.6784
YDR501W	6.66478
YDR502C	40.3472
YDR503C	36.5319
YDR504C	12.23074
YDR505C	38.6332
YDR506C	13.5161
YDR507C	23.1343
YDR508C	121.41729616
YDR509W	0
YDR510C-A	0
YDR510W	207.6346
YDR511W	9.31161
YDR512C	0
YDR513W	200.3446
YDR514C	18.0907
YDR515W	38.53051
YDR516C	100.7641
YDR517W	74.3048
YDR518W	30.5476
YDR519W	74.9171
YDR520C	8.86935226
YDR521W	2.95046
YDR522C	3.87227
YDR523C	5.0554
YDR524C	39.2914
YDR524C-A	0.133414
YDR524C-B	1453.9406
YDR524W-C	0
YDR525W	0
YDR525W-A	23.99901
YDR526C	2.8039
YDR527W	65.7722
YDR528W	10.31408
YDR529C	108.548
YDR530C	21.15527
YDR531W	50.6207
YDR532C	11.18913
YDR533C	218.0409
YDR534C	6.17888
YDR535C	4.36683
YDR536W	6.93559
YDR537C	0
YDR538W	13.18084
YDR539W	33.4774
YDR540C	12.71885
YDR541C	16.8594947
YDR542W	0
YDR543C	0
YDR544C	0
YDR545C-A	0
YDR545W	15.4072
YEL001C	196.8901
YEL002C	163.2306
YEL003W	84.707
YEL004W	17.46335
YEL005C	17.62568
YEL006W	44.76327
YEL007W	17.9311
YEL008C-A	1.10672
YEL008W	5.3703
YEL009C	440.5867
YEL009C-A	1.29999
YEL010W	1.56893
YEL011W	23.53693
YEL012W	33.1544
YEL013W	65.4191
YEL014C	2.21438
YEL015W	29.1544000002408
YEL016C	14.94639
YEL017C-A	187.912
YEL017W	20.40314
YEL018C-A	3.24398
YEL018W	14.57302
YEL019C	8.85823
YEL020C	19.2607
YEL020C-B	43.2684
YEL020W-A	75.1958
YEL021W	0
YEL022W	38.3401
YEL023C	7.7219036
YEL024W	28.88294974
YEL025C	25.3571
YEL026W	217.8254
YEL027W	409.411
YEL028W	17.48842
YEL029C	22.44594
YEL030C-A	0
YEL030W	6.45213
YEL031W	256.986253
YEL032C-A	0
YEL032W	45.27
YEL033W	0.737307
YEL034C-A	1248.593
YEL034W	187.018
YEL035C	3.03415
YEL036C	48.1169
YEL037C	175.0237
YEL038W	78.5658
YEL039C	13.4399
YEL040W	172.2838
YEL041W	7.38147
YEL042W	92.4144
YEL043W	25.8440303
YEL044W	61.49957
YEL045C	0.11852
YEL046C	222.102
YEL047C	61.5194
YEL048C	14.5488
YEL049W	10.11662
YEL050C	53.3019
YEL050W-A	8.2
YEL051W	132.093508779
YEL052W	35.7723
YEL053C	29.767300148906
YEL053W-A	320.332
YEL054C	615.6521
YEL055C	65.8415
YEL056W	41.5845
YEL057C	6.6468
YEL058W	96.6342
YEL059C-A	38.1424
YEL059W	0
YEL060C	225.296781237
YEL061C	11.8035
YEL062W	15.91784
YEL063C	66.08850968696
YEL064C	10.06058
YEL065W	50.5483
YEL066W	31.2315
YEL067C	0
YEL068C	49.4859
YEL069C	5.06276
YEL070W	2.68711
YEL071W	445.673
YEL072W	7.89241
YEL073C	16.23654
YEL074W	29.5015
YEL075C	7.41869
YEL075W-A	6.56268
YEL076C	5.8838
YEL076C-A	0
YEL077C	8.12975
YEL077W-A	0.716552
YER001W	50.6862567081
YER002W	67.9784
YER003C	90.81055
YER004W	164.4731
YER005W	38.7143
YER006C-A	0
YER006W	105.1572
YER007C-A	107.569
YER007W	10.75228
YER008C	34.9393
YER009W	276.383
YER010C	51.9479
YER011W	15.14438
YER012W	392.178
YER013W	16.3078
YER014C-A	0
YER014W	26.7123
YER015W	9.08217
YER016W	22.76053
YER017C	61.296486
YER018C	7.09128
YER019C-A	323.7529
YER019W	0
YER020W	39.3688
YER021W	241.15724
YER022W	23.3179
YER023C-A	0
YER023W	149.1722
YER024W	12.4505
YER025W	167.2467
YER026C	140.953
YER027C	57.5661
YER028C	20.4359
YER029C	27.7093
YER030W	99.8426
YER031C	79.3368
YER032W	7.72049
YER033C	8.16994
YER034W	15.63844
YER035W	150.541
YER036C	374.037
YER037W	54.01184
YER038C	14.56409
YER038W-A	9.45934
YER039C	0
YER039C-A	0
YER040W	12.69745
YER041W	11.8288
YER042W	83.4184
YER043C	314.331
YER044C	78.1987
YER044C-A	7.17683
YER045C	34.9351
YER046W	14.86578
YER046W-A	4.80659
YER047C	7.30876
YER048C	71.0266
YER048W-A	119.2941
YER049W	85.5556
YER050C	98.2104
YER051W	16.4949
YER052C	78.6397
YER053C	37.8727
YER053C-A	4.56679
YER054C	5.90818
YER055C	95.98999
YER056C	302.6293
YER056C-A	649.9345
YER057C	61.5989
YER058W	40.0248
YER059W	22.442
YER060W	17.9123
YER060W-A	7.56864
YER061C	31.40024
YER062C	238.0402
YER063W	6.51328e-07
YER064C	74.14736
YER065C	21.446046
YER066C-A	1.14139
YER066W	7.48655
YER067C-A	0
YER067W	68.738
YER068C-A	2.71016
YER068W	36.0539
YER069W	37.68489
YER070W	99.619588
YER071C	40.2703
YER072W	221.3495
YER073W	45.4616
YER074W	645.3383
YER074W-A	129.3711
YER075C	20.5892
YER076C	12.75062
YER076W-A	0
YER077C	27.0122
YER078C	25.247535
YER078W-A	2.39672
YER079C-A	27.5669
YER079W	12.02489
YER080W	85.0059
YER081W	52.3495
YER082C	73.0276
YER083C	75.5931
YER084W	3.2925
YER084W-A	0
YER085C	1.455782
YER086W	68.4681638949
YER087C-A	1.04648
YER087C-B	95.9627
YER087W	13.6180000002162
YER088C	25.49833
YER088C-A	9.06779
YER088W-B	0
YER089C	54.1808
YER090C-A	0
YER090W	74.9239
YER091C	254.9326
YER091C-A	0.41878
YER092W	68.8101
YER093C	14.476
YER093C-A	44.2287
YER094C	293.211
YER095W	44.1444
YER096W	5.68552000102886
YER097W	51.3517
YER098W	12.96279
YER099C	61.2447
YER100W	75.5485
YER101C	10.96342
YER102W	258.7968
YER103W	1377.21
YER104W	9.33414
YER105C	49.83881
YER106W	1.89202
YER107C	50.8135
YER107W-A	17.8077
YER110C	96.6677
YER111C	9.79484
YER112W	64.3736
YER113C	38.7583
YER114C	21.3775
YER115C	10.267392
YER116C	5.29672
YER117W	772.5955
YER118C	35.10521
YER119C	38.4513154
YER119C-A	0.469109
YER120W	224.2946
YER121W	5.28882
YER122C	91.7007
YER123W	46.8117
YER124C	311.801
YER125W	104.135
YER126C	123.1225
YER127W	50.6402
YER128W	17.515125
YER129W	26.4946
YER130C	53.127300523386
YER131W	271.3666
YER132C	28.6061
YER133W	153.4906
YER133W-A	21.1721
YER134C	33.5734
YER135C	19.2399
YER136W	135.7607
YER137C	13.88311
YER137C-A	6.26111e-06
YER137W-A	6.45359
YER138C	783.708
YER138W-A	555.975
YER139C	18.8109
YER140W	15.99885
YER141W	46.2045
YER142C	64.0675
YER143W	71.5067
YER144C	23.837806
YER145C	103.9845
YER145C-A	0
YER146W	173.097
YER147C	24.066139
YER147C-A	30.9887
YER148W	86.063771
YER148W-A	0
YER149C	24.88774
YER150W	169.5029
YER151C	42.8623
YER152C	44.812
YER152W-A	7.36771
YER153C	0
YER154W	44.0081
YER155C	54.6181
YER156C	88.1506
YER157W	22.4740127406
YER158C	11.2743
YER158W-A	34.115
YER159C	55.2603
YER159C-A	3.06111
YER160C	78.6454
YER161C	31.62822
YER162C	12.5976
YER163C	108.3842
YER164W	23.1161
YER165C-A	59.4845
YER165W	241.3947
YER166W	44.7449
YER167W	45.3735
YER168C	37.8955
YER169W	45.76466084
YER170W	15.92052
YER171W	27.8035
YER172C	31.4486
YER172C-A	7.54956
YER173W	11.6631
YER174C	26.03079
YER175C	18.94348
YER175W-A	0
YER176W	23.9381
YER177W	1303.405
YER178W	339.0824
YER179W	6.88601
YER180C	16.02724
YER180C-A	8.76791
YER181C	6.23028
YER182W	33.7595
YER183C	48.8976
YER184C	15.7512
YER185W	7.33288
YER186C	22.34417
YER187W	4.94753
YER188C-A	0.219471
YER188W	4.46477
YER189W	8.2875
YER190C-A	8.9642
YER190C-B	0
YER190W	3.31938
YFL001W	44.2601
YFL002C	37.0875
YFL002W-A	95.6454
YFL002W-B	20.5443
YFL003C	2.87378
YFL004W	54.2511
YFL005W	215.8151
YFL007W	87.7869
YFL008W	17.408
YFL009W	25.91799
YFL010C	154.389
YFL010W-A	103.099
YFL011W	1.929
YFL012W	3.15259
YFL012W-A	0.527568
YFL013C	14.82921
YFL013W-A	0
YFL014W	7430.1
YFL015C	0.725857
YFL015W-A	1.00982
YFL016C	44.0341
YFL017C	46.37
YFL017W-A	18.85072
YFL018C	136.649965
YFL019C	5.29042
YFL020C	11.61207
YFL021C-A	3.95364
YFL021W	7.7172
YFL022C	81.9775
YFL023W	25.5516162361
YFL024C	23.785155
YFL025C	24.7069
YFL026W	213.247
YFL027C	19.7488
YFL028C	38.3887
YFL029C	29.39670419424
YFL030W	12.792
YFL031C-A	0
YFL031W	920.2041
YFL032W	1.53874
YFL033C	18.4714
YFL034C-A	97.2051
YFL034C-B	30.5186
YFL034W	14.7657
YFL036W	37.3686
YFL037W	228.5141
YFL038C	301.278
YFL039C	1384.801
YFL040W	6.76131
YFL041W	55.8795
YFL041W-A	10.4568
YFL042C	14.1073
YFL044C	50.429
YFL045C	176.0723
YFL046W	18.0573
YFL047W	23.8956836
YFL048C	97.6278
YFL049W	24.50072
YFL050C	15.945
YFL051C	14.5118
YFL052W	11.6689
YFL053W	5.1122
YFL054C	11.0333
YFL055W	8.48402
YFL058W	2.1047
YFL059W	11.2761
YFL060C	11.5717
YFL061W	5.4261
YFL062W	0.214792
YFL063W	0
YFL064C	0.95371
YFL065C	1.71594
YFL066C	2.87735
YFL067W	3.6816
YFL068W	0
YFR001W	45.5352
YFR002W	54.5184
YFR003C	91.1601
YFR004W	157.3001
YFR005C	28.6693
YFR006W	77.3112
YFR007W	22.68166
YFR008W	13.7371
YFR009W	70.6036
YFR009W-A	37.6803
YFR010W	88.5386
YFR010W-A	0
YFR011C	47.0847
YFR012W	1.8279
YFR012W-A	2.62792
YFR013W	29.061900783
YFR014C	34.2557
YFR015C	9.96379
YFR016C	18.2407
YFR017C	10.98869
YFR018C	8.82397
YFR019W	8.87288
YFR020W	31.908
YFR021W	26.22058
YFR022W	12.1266
YFR023W	1.94217
YFR024C-A	147.1932
YFR025C	51.98963
YFR026C	4.69617
YFR027W	7.818227
YFR028C	46.6311
YFR029W	8.39051
YFR030W	18.5770692
YFR031C	13.6833
YFR031C-A	478.5856
YFR032C	16.48
YFR032C-A	114.042
YFR032C-B	1.99871
YFR033C	74.1111
YFR034C	10.9236
YFR034W-A	14.2603
YFR035C	0
YFR035W-A	17.2708
YFR036W	34.73416
YFR036W-A	10.4827
YFR037C	50.6747
YFR038W	24.69305
YFR039C	30.3007
YFR040W	67.7899
YFR041C	37.6687
YFR042W	45.9429
YFR043C	23.2673
YFR044C	188.4092
YFR045W	15.54885
YFR046C	11.36406
YFR047C	104.7529
YFR048W	26.0817
YFR049W	31.563
YFR050C	354.17
YFR051C	91.07921
YFR052C-A	83.21897
YFR052W	223.5497
YFR053C	240.981
YFR054C	6.05678
YFR055W	58.4634
YFR056C	0
YFR057W	0
YGL001C	72.1742
YGL002W	47.89396
YGL003C	27.23271665
YGL004C	23.8978
YGL005C	27.65196
YGL006W	32.2101
YGL006W-A	57.1372
YGL007C-A	0.687349
YGL007W	3.66973
YGL008C	1581.94000000031
YGL009C	51.27740738411
YGL010W	35.6408
YGL011C	291.345
YGL012W	203.9523
YGL013C	63.4792
YGL014C-A	0
YGL014W	21.576809
YGL015C	2.67473
YGL016W	35.9092
YGL017W	21.77281
YGL018C	15.3713
YGL019W	89.1233
YGL020C	64.2244
YGL021W	23.521
YGL022W	112.158
YGL023C	23.908238
YGL024W	2.15919
YGL025C	13.2597
YGL026C	148.937
YGL027C	61.70519
YGL028C	164.343
YGL029W	34.9483
YGL030W	562.662
YGL031C	186.3189702
YGL032C	82.5183
YGL033W	2.4214
YGL034C	4.68193
YGL035C	109.733
YGL036W	33.7965
YGL037C	895.321
YGL038C	49.0333
YGL039W	26.0771
YGL040C	97.7339
YGL041C	0
YGL041C-B	7.5383
YGL041W-A	29.19398
YGL042C	32.079
YGL043W	63.0443
YGL044C	42.487
YGL045W	8.552947
YGL047W	57.8591
YGL048C	231.7075
YGL049C	28.7339
YGL050W	26.7322
YGL051W	10.8331
YGL052W	8.8657
YGL053W	48.0036
YGL054C	109.036
YGL055W	589.408
YGL056C	30.9416
YGL057C	26.0906
YGL058W	148.7957
YGL059W	13.33348
YGL060W	17.14291
YGL061C	11.430400590598
YGL062W	194.69
YGL063C-A	0
YGL063W	13.26965
YGL064C	24.5165
YGL065C	27.5407
YGL066W	13.12430112167
YGL067W	62.6695
YGL068W	78.53586
YGL069C	47.7561
YGL070C	69.2136
YGL071W	20.82937
YGL072C	13.2485
YGL073W	37.3853
YGL074C	10.8046
YGL075C	10.3849
YGL076C	557.8524
YGL077C	60.68967
YGL078C	90.78308
YGL079W	34.0686
YGL080W	68.40853
YGL081W	2.952936
YGL082W	37.597
YGL083W	11.9463
YGL084C	54.57533
YGL085W	25.54452
YGL086W	22.175
YGL087C	203.9679
YGL088W	23.2902
YGL089C	0
YGL090W	15.84729
YGL091C	43.4859
YGL092W	58.5397
YGL093W	18.6206
YGL094C	48.1994
YGL095C	25.72275428
YGL096W	14.70178
YGL097W	60.981787
YGL098W	21.67674
YGL099W	35.9599
YGL100W	81.1657
YGL101W	54.207
YGL102C	33.9787
YGL103W	903.7438
YGL104C	0
YGL105W	372.108
YGL106W	156.578
YGL107C	43.616
YGL108C	28.3382
YGL109W	4.11455
YGL110C	6.42602
YGL111W	75.57
YGL112C	51.2445
YGL113W	17.8617
YGL114W	25.09734
YGL115W	88.15604
YGL116W	12.3715
YGL117W	21.9444
YGL118C	0.89486
YGL119W	43.8544
YGL120C	111.1545
YGL121C	78.0059
YGL122C	126.3143
YGL123C-A	0
YGL123W	713.417
YGL124C	18.7856
YGL125W	13.3417
YGL126W	51.4827
YGL127C	43.9195
YGL128C	8.18624
YGL129C	35.40442
YGL130W	37.1628
YGL131C	16.6588
YGL132W	11.9091
YGL133W	19.7322
YGL134W	25.57643
YGL135W	548.817
YGL136C	26.9453
YGL137W	120.4608
YGL138C	0.0701155
YGL139W	42.05454
YGL140C	43.2053
YGL141W	27.4468
YGL142C	41.2219
YGL143C	21.9982
YGL144C	21.9376
YGL145W	22.7203
YGL146C	9.28786
YGL147C	288.8858
YGL148W	103.6648
YGL149W	11.3946
YGL150C	36.6139
YGL151W	24.8505
YGL152C	0
YGL153W	20.72331
YGL154C	15.29429
YGL155W	35.4872
YGL156W	30.7215
YGL157W	63.3351
YGL158W	10.2492
YGL159W	21.92228
YGL160W	25.2274494944
YGL161C	68.06427
YGL162W	11.90733
YGL163C	20.8699
YGL164C	6.68795
YGL165C	0
YGL166W	53.7244
YGL167C	97.5484567
YGL168W	26.3368
YGL169W	38.318
YGL170C	3.47676
YGL171W	34.0619
YGL172W	58.0394
YGL173C	129.554
YGL174W	13.7505
YGL175C	5.44384
YGL176C	17.96091
YGL177W	22.9852
YGL178W	34.6525
YGL179C	17.8489
YGL180W	31.6863
YGL181W	42.751
YGL182C	3.77593
YGL183C	2.10096
YGL184C	35.00674
YGL185C	21.91214
YGL186C	35.0091
YGL187C	31.1526
YGL188C	0
YGL188C-A	0.0480378
YGL189C	698.898
YGL190C	52.6672
YGL191W	145.265
YGL192W	3.42975
YGL193C	9.734314
YGL194C	28.9197
YGL194C-A	41.1155
YGL195W	93.3063
YGL196W	33.80263
YGL197W	31.6001
YGL198W	51.4094
YGL199C	25.4617
YGL200C	228.7228
YGL201C	35.0495
YGL202W	159.8635
YGL203C	52.5586
YGL204C	61.6152
YGL205W	3.73547
YGL206C	159.986
YGL207W	118.5965
YGL208W	18.48474
YGL209W	37.1403
YGL210W	36.8288
YGL211W	24.56964
YGL212W	3.87583
YGL213C	59.6117
YGL214W	0
YGL215W	68.0176
YGL216W	13.6278
YGL217C	14.2163
YGL218W	7.53886
YGL219C	21.17507
YGL220W	163.705
YGL221C	111.6592
YGL222C	12.0437
YGL223C	27.3214
YGL224C	29.52560872722
YGL225W	71.4832
YGL226C-A	88.1679
YGL226W	62.8143
YGL227W	14.161523
YGL228W	72.1785
YGL229C	7.62828
YGL230C	9.52388
YGL231C	90.3867
YGL232W	38.15541
YGL233W	26.171104158
YGL234W	130.4071
YGL235W	0
YGL236C	38.5004
YGL237C	18.85091
YGL238W	101.8656
YGL239C	1.34814
YGL240W	26.5877
YGL241W	15.9544
YGL242C	96.3796
YGL243W	19.75732
YGL244W	20.7545
YGL245W	227.3763
YGL246C	48.4301562772
YGL247W	27.0391
YGL248W	43.174
YGL249W	5.62123
YGL250W	9.71351
YGL251C	7.19851
YGL252C	42.8855
YGL253W	749.454
YGL254W	30.143
YGL255W	28.358
YGL256W	59.9408
YGL257C	29.846
YGL258W	9.64229
YGL258W-A	5.21304
YGL259W	5.25611
YGL260W	0.382796
YGL261C	0.18755
YGL262W	0.421107
YGL263W	0.56438
YGR001C	72.74331
YGR002C	17.77276
YGR003W	23.37103
YGR004W	18.8392
YGR005C	32.1721
YGR006W	19.87849
YGR007W	39.3389
YGR008C	226.9123
YGR009C	31.9040000147493
YGR010W	27.6855
YGR011W	16.13632
YGR012W	45.5369
YGR013W	19.311436
YGR014W	49.67067
YGR015C	14.41981211
YGR016C-A	0
YGR016W	9.29349
YGR017W	73.2141
YGR018C	34.3733
YGR019W	105.1006
YGR020C	184.4822
YGR021W	29.635
YGR022C	9.65197
YGR023W	6.20949
YGR024C	64.1921
YGR025W	0.215156
YGR026W	102.4955
YGR027C	294.773
YGR027W-A	369.808
YGR027W-B	307.603
YGR028W	34.4823
YGR029W	36.5693
YGR030C	45.5416
YGR031C-A	0
YGR031W	33.8899
YGR032W	89.9517
YGR033C	44.20668
YGR034W	542.3026
YGR035C	26.20954
YGR035W-A	29.27502
YGR036C	31.282434
YGR037C	210.4363
YGR038C-A	13.8198
YGR038C-B	44.742
YGR038W	32.048
YGR039W	20.7218
YGR040W	37.3329
YGR041W	32.22908
YGR042W	21.6673
YGR043C	46.5099
YGR044C	92.756600331591
YGR045C	8.44592
YGR046W	43.70853
YGR047C	18.87984
YGR048W	109.0008
YGR049W	14.33074
YGR050C	12.47782
YGR051C	8.11825
YGR052W	5.50606
YGR053C	4.86033
YGR054W	91.0156
YGR055W	106.42911
YGR056W	16.8783
YGR057C	23.75804
YGR058W	13.21479
YGR059W	1.64879
YGR060W	415.188
YGR061C	93.3508
YGR062C	20.21765
YGR063C	127.5983
YGR064W	16.43394
YGR065C	17.79793
YGR066C	5.40003
YGR067C	2.40876
YGR068C	11.280286
YGR068W-A	0
YGR069W	7.81374
YGR070W	10.0871
YGR071C	16.6652
YGR072W	11.27516
YGR073C	3.1946
YGR074W	47.9203
YGR075C	12.291
YGR076C	43.726093
YGR077C	37.7140000005924
YGR078C	104.7511
YGR079W	174.926
YGR080W	48.7264
YGR081C	63.7189
YGR082W	141.0282
YGR083C	62.6368
YGR084C	47.5718
YGR085C	491.6561
YGR086C	145.0902
YGR087C	3.78935
YGR088W	11.83236
YGR089W	25.84169
YGR090W	74.5427943
YGR091W	21.38299
YGR092W	17.1158
YGR093W	32.1907
YGR094W	186.476
YGR095C	57.1949
YGR096W	7.2597
YGR097W	44.7541410435
YGR098C	12.8509
YGR099W	12.368612
YGR100W	26.4904
YGR101W	55.4113
YGR102C	47.0884
YGR103W	125.8186
YGR104C	22.6650384
YGR105W	71.4932
YGR106C	218.5741
YGR107W	5.0094
YGR108W	40.3185
YGR109C	2.6327
YGR109W-A	0.839632
YGR109W-B	6.01027
YGR110W	14.6341000568645
YGR111W	48.74461
YGR112W	25.461502
YGR113W	11.36666
YGR114C	0.66223
YGR115C	0
YGR116W	58.3708
YGR117C	40.35758
YGR118W	537.7001
YGR119C	51.6535
YGR120C	23.9583
YGR121C	19.3684
YGR121W-A	11.3566
YGR122C-A	129.807
YGR122W	23.7779
YGR123C	57.5798
YGR124W	368.323
YGR125W	29.6657
YGR126W	18.5203
YGR127W	25.2252
YGR128C	64.9077
YGR129W	15.32483
YGR130C	32.35201
YGR131W	11.6993
YGR132C	147.8322
YGR133W	20.0208
YGR134W	22.1259
YGR135W	335.3
YGR136W	98.7269
YGR137W	57.714
YGR138C	27.43116
YGR139W	1.73538
YGR140W	14.9146
YGR141W	24.4356
YGR142W	30.78172
YGR143W	36.8543
YGR144W	6.15076
YGR145W	47.8892
YGR146C	74.7584
YGR146C-A	8.51981
YGR147C	76.1505
YGR148C	213.1827
YGR149W	31.3127
YGR150C	24.2096
YGR151C	5.3611
YGR152C	45.1773
YGR153W	12.39589
YGR154C	13.918061
YGR155W	447.113
YGR156W	17.5921
YGR157W	141.8064
YGR158C	50.938
YGR159C	464.789
YGR160W	0
YGR161C	26.9773
YGR161C-C	0.287063
YGR161C-D	54.2003
YGR161W-A	20.5443
YGR161W-B	95.6454
YGR161W-C	46.2344
YGR162W	176.795
YGR163W	27.75821766
YGR164W	46.4365
