"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"YCR004C",7.46412628586797,7.3491789955515,145.705454373286,6.16193595522907e-17,1.56950466120768e-15,28.5708100913588
"YDR487C",7.16106212781919,7.34008572642702,144.145864971249,6.81020292137456e-17,1.56950466120768e-15,28.5659044257199
"YKR071C",7.1750733953817,7.05984718640946,144.116679464607,6.82303334422023e-17,1.56950466120768e-15,28.5618725922003
"YGR124W",9.63529177054591,9.6823070993767,164.587053560507,1.98511252702944e-17,1.55353134144156e-15,28.5596080067644
"YGR167W",7.11954878346677,6.9180177720169,143.833355960618,6.94898790921416e-17,1.56950466120768e-15,28.5591845836477
"YGL097W",6.67494643250103,6.91018041873489,142.667934398499,7.49486640663358e-17,1.60017831021282e-15,28.5575371941712
"YOR204W",9.95188526949691,9.80176779917383,167.761260014162,1.66212432332246e-17,1.55353134144156e-15,28.5523908671097
"YHR007C",9.22441616092424,9.41318910068866,159.876411245605,2.60028371771743e-17,1.55353134144156e-15,28.55235220546
"YEL013W",7.39631807732302,7.46378605875234,144.773789620953,6.54052772476693e-17,1.56950466120768e-15,28.5462607478664
"YIL078W",9.12818820487774,9.58624749561056,158.468654788081,2.82310326898242e-17,1.55353134144156e-15,28.5402404162311
"YMR231W",6.39844568998636,6.46456673187301,142.165301040832,7.74481860531023e-17,1.62094169677746e-15,28.5396071305812
"YGR240C",10.5958304132611,10.7589216452646,174.305898266804,1.16453818417024e-17,1.55353134144156e-15,28.5373756594846
"YGL238W",8.38409983855863,8.37891849392307,151.37437355237,4.3214515445202e-17,1.55353134144156e-15,28.5373241341479
"YDR452W",6.82387507598572,6.99149942344737,142.439709068612,7.60723465359513e-17,1.60708966923853e-15,28.5354906619052
"YER090W",7.16689889381867,7.4605779124169,143.410613413166,7.14173750251779e-17,1.56950466120768e-15,28.5322509346876
"YBR140C",8.69706782524724,8.81052921208555,153.950354615057,3.69409116533714e-17,1.55353134144156e-15,28.5315851293997
"YDL103C",6.46770216858458,6.44753088688208,141.87077617389,7.89556270074834e-17,1.62094169677746e-15,28.527500156496
"YJL014W",8.66414767606894,8.48314435357546,153.551867125425,3.78417170546015e-17,1.55353134144156e-15,28.5266562188151
"YCL052C",6.18042569435856,6.039048804105,142.089591675466,7.78326154840119e-17,1.62094169677746e-15,28.5227614088321
"YOR168W",8.40850337920221,8.67359922928929,151.08227288749,4.39974278837363e-17,1.55353134144156e-15,28.5190962612584
"YCR011C",7.9295089926789,7.77596626581096,147.389621988212,5.53761635303956e-17,1.55353134144156e-15,28.5183877821751
"YDR272W",6.16140447675313,5.9728198509022,141.974121874348,7.84230124574799e-17,1.62094169677746e-15,28.5157718976362
"YOR165W",6.8418480058002,7.02702327594248,142.04240195685,7.80732995988314e-17,1.62094169677746e-15,28.5157456568522
"YPR191W",7.13767655083856,6.89670115856308,142.921373173832,7.37223338736633e-17,1.60017831021282e-15,28.5152772301633
"YDR466W",6.25461118939021,6.2096666076025,141.723090747247,7.97237222940066e-17,1.63159580407328e-15,28.5124058993352
"YGL011C",7.90885201312882,7.34714732286588,147.090056440765,5.64334026290905e-17,1.55353134144156e-15,28.5115519103296
"YMR313C",6.41383102489921,6.25327781852271,141.446306653914,8.11856334521768e-17,1.6460827042672e-15,28.5065613826383
"YFL004W",7.36028567239445,7.60098565537791,143.670961257086,7.02234185290153e-17,1.56950466120768e-15,28.5055899191185
"YDR483W",8.27942634425314,8.37882689167508,149.613436464918,4.81801000558915e-17,1.55353134144156e-15,28.5029943645644
"YNL049C",7.1498999970096,7.27616411120054,142.698350282816,7.48003026463951e-17,1.60017831021282e-15,28.5028471086898
