"","logFC","logCPM","F","PValue","FDR"
"YBL052C",-0.589934872118058,6.14908098729441,46.5367024127243,5.26684362362932e-05,0.000401466558099477
"YLR407W",0.766831739614348,6.64199892724193,46.4014622013751,5.32997800288066e-05,0.000405661547696449
"YDR356W",-0.691936509306678,5.82846716682114,46.3546631959683,5.35204231106316e-05,0.000406722729799762
"YML103C",-0.523925291585489,8.7841111282961,46.319965142094,5.36846261056829e-05,0.000407352435662515
"YEL059C-A",1.03338214342495,3.49761948301871,46.2597817799449,5.39784876604481e-05,0.000408240167085791
"YDR224C",-0.766215525490601,8.09979218863574,46.2578697747219,5.39801263942226e-05,0.000408240167085791
"YFL022C",-0.974522719258504,8.16650094408041,46.2312330017914,5.41074859050122e-05,0.000408240167085791
"YKR105C",0.726786711655261,4.50128427214715,46.2275915322443,5.41276898851768e-05,0.000408240167085791
"YLR353W",-0.600870846976614,6.06052880074601,46.0462891903986,5.50018806417854e-05,0.000414209651509866
"YGL008C",-0.812212809075347,13.8657366984314,45.6776350047012,5.6838335916092e-05,0.000427396976378061
"YMR243C",-0.708381478733472,8.94110302966915,45.6478428336513,5.69899568541689e-05,0.000427894608584225
"YGR035C",-1.39534587876063,4.54260780208015,45.5756383965606,5.73631497782648e-05,0.000430051877379566
"YJL186W",-0.540916957383987,8.26772484175693,45.5474085368839,5.75047007361878e-05,0.000430468671579714
"YGL137W",-0.656488177585353,9.44918174857705,45.432987986715,5.80979726036492e-05,0.000433691718529369
"YHL001W",-0.952073629930219,8.56808907570617,45.4309792408032,5.81084550984837e-05,0.000433691718529369
"YGL060W",-0.589747917577504,6.21617312593872,45.3922803665844,5.83108628568075e-05,0.00043455476367097
"YMR068W",0.888398386441247,4.36174428498878,45.3371215914622,5.86038581479606e-05,0.000436089333736979
"YML032C",0.642949005656742,6.8170573255356,45.3057738587287,5.87662914773656e-05,0.000436649239938646
"YDR044W",-1.25114869322719,6.88738840179322,44.9879917014079,6.04766440079477e-05,0.000448691901024892
"YLR268W",-0.469567273830159,6.01398748599553,44.9682689618116,6.05847912791091e-05,0.000448829341310323
"YHR098C",-0.496620585661032,8.56766779610654,44.8803041818391,6.10697882055825e-05,0.000451754061053999
"YER119C",0.772901652615666,6.46474727547228,44.8167970697033,6.14229301607505e-05,0.000453696215700647
"YKR044W",-0.981508030547927,5.25915798439133,44.7890743495349,6.15779974044264e-05,0.000454171739324547
"YLR154C-H",1.83330468699862,1.32073797279829,44.5050451346587,6.33682691676479e-05,0.000464638787688991
"YLR156C-A",1.83330468699862,1.32073797279829,44.5050451346587,6.33682691676479e-05,0.000464638787688991
"YLR157C-C",1.83330468699862,1.32073797279829,44.5050451346587,6.33682691676479e-05,0.000464638787688991
"YLR159C-A",1.83330468699862,1.32073797279829,44.5050451346587,6.33682691676479e-05,0.000464638787688991
"YGL010W",0.920225230839069,4.66657774181895,44.4540062774521,6.34883979456219e-05,0.000464839030572623
"YLR137W",0.647010461578368,5.31111712453266,44.2817626511108,6.44977635049861e-05,0.000471539853478789
"YDR513W",0.626874971376957,7.20559290253377,44.2562166182906,6.46489831526399e-05,0.000471570515597872
"YAL030W",0.473204755162862,5.77297625192771,44.2362893932303,6.47674537274088e-05,0.000471570515597872
"YHR057C",0.475901010898056,6.06680696464585,44.23342746854,6.47844478297397e-05,0.000471570515597872
"YKL045W",-0.649084253053569,5.70741536634999,44.1421816601211,6.5330121347126e-05,0.000474309463380059
"YDR173C",0.727246756391669,4.66260704957526,44.138912659363,6.53501457133069e-05,0.000474309463380059
"YCL011C",-0.734800325531886,7.65233336741562,44.0843957036571,6.56784519897489e-05,0.000475459922834042
"YLR212C",-0.783293269445805,5.60182803946731,44.0810939378164,6.56985356631704e-05,0.000475459922834042
"YDR238C",-0.484472083177327,9.57555769323228,44.0246282804064,6.60411734725381e-05,0.000477249923160853
"YMR221C",-0.567123925470488,6.94527463455624,43.9838124451137,6.62902895370012e-05,0.000478359899137323
"YKR035C",0.69909925068043,5.35156274287972,43.9019038212,6.67937705801968e-05,0.000481299572756296
"YNL145W",-0.538801710737278,7.98947902309571,43.8434536934914,6.71555828194352e-05,0.000483211434999614
"YDR524C-B",-0.643694526550419,10.4616608811854,43.8044723179941,6.73983075239081e-05,0.00048377844197732
"YNL255C",-0.642469313727656,8.76075859200598,43.7997819392478,6.7427586361855e-05,0.00048377844197732
"YML054C",0.677665243943746,4.71159525053905,43.5785296367513,6.88277172359345e-05,0.000493117607893505
"YER044C-A",0.8866452851074,3.84581000198328,43.4782169688465,6.94803352176304e-05,0.000497082169671276
"YEL012W",0.8395857614704,4.72954683082121,43.4301615568365,6.97842711208143e-05,0.000498544407664819
"YBL018C",-0.872457017338221,4.23395868472237,43.3518418129644,7.02974753030552e-05,0.000501495379369944
"YEL037C",0.518187150440166,8.22224242078582,43.2935633252739,7.06796029315681e-05,0.000503504198408668
"YGR021W",0.582119710462272,5.38598405116242,43.1749582636033,7.14688971815951e-05,0.000508027770045522
"YJL038C",1.14709187562795,3.37917004461953,43.1663523869451,7.15434521757198e-05,0.000508027770045522
"YDR297W",-0.520772148455546,7.47403755282241,43.1525558692634,7.1618930841082e-05,0.000508027770045522
"YML092C",0.669085811993787,7.50996950829762,43.0393630204545,7.23838777446663e-05,0.000512727665834921
"YBR250W",1.15814917885211,2.91792905746416,43.0099169740674,7.26140331583007e-05,0.000513631466181879
"YIL039W",-0.557349276515367,7.4194611917641,42.9681282252286,7.28703284807168e-05,0.000514717355474513
"YEL041W",0.814594090272485,4.07567608976144,42.934460790985,7.31059367001175e-05,0.000515654269005899
"YJR015W",-0.642993920780115,7.76499292140303,42.8327159359614,7.38059517292023e-05,0.000519859643122145
"YBL039C-A",-0.966521981837397,6.42071054999917,42.6205131510119,7.53015190814076e-05,0.000529129973587664
"YLR149C",1.57038767303263,5.04154046284066,42.6162467926961,7.53334007923332e-05,0.000529129973587664
"YGL039W",-1.04904389301195,6.62002738831566,42.5924660294358,7.55018998713541e-05,0.000529570748677509
"YEL034C-A",-0.721843498971875,10.1822699948015,42.5732226087073,7.56397261609829e-05,0.000529795452607276
"YDL185W",-0.763321855258327,11.4780908448015,42.5537288936933,7.57796902061072e-05,0.000530034481218135
"YBR242W",-0.619761288272412,5.06386624706751,42.5271629133041,7.59712040736209e-05,0.000530619248441201
"YJR030C",-0.830110103188039,5.81509841763328,42.5127265691612,7.60752037501562e-05,0.000530619248441201
"YJL160C",1.2638077993367,3.31540823773024,42.3699555010262,7.71284289962167e-05,0.00053721720780675
"YIL013C",0.476005529877731,5.99858022198429,42.3379883114668,7.73498381286147e-05,0.000538011096316809
"YGR162W",-0.618064833483642,9.79808574884891,42.3020623842248,7.76150004105799e-05,0.000539106688011351
"YDL135C",-0.527345586784451,6.25653547648532,42.1760820115505,7.85539015755511e-05,0.000544872491814903
"YER019C-A",-0.402755502469053,7.8221539669082,42.1142535603508,7.90196307252734e-05,0.000547344828038961
"YBL009W",-1.19016160942291,5.99649825486655,41.93600203517,8.03813193955974e-05,0.000556007800460154
"YBR294W",0.675496864031466,5.80490447748583,41.7448927129951,8.18727370999246e-05,0.000565542989512307
"YNL219C",-0.521177999417137,7.83712800705106,41.6356535109011,8.27400794532545e-05,0.000570746994355232
"YDR330W",0.829861883463189,6.66120047301933,41.5416735397203,8.34952939718442e-05,0.000575052038276047
"YMR191W",0.925463924410588,6.65368009365163,41.5294879811008,8.35938266503518e-05,0.000575052038276047
"YBR040W",-1.81009098361944,2.18601235280197,41.4820676407681,8.40679407885693e-05,0.000577520229724493
"YCR061W",1.09380719303163,6.78748914858268,41.4456254606051,8.42757006977301e-05,0.000578154396019496
"YJR052W",0.543653460172008,5.75823105799177,41.4223317053841,8.44663751882391e-05,0.0005786697769394
"YJL103C",0.849188907681732,4.54827274143721,41.3968835749378,8.46793784757702e-05,0.000579336512850625
"YMR152W",0.476968549815479,6.79978363480008,41.3384329582135,8.51570635256918e-05,0.000581299869698826
"YML121W",0.508080192095723,5.828588092487,41.3334364654505,8.51985032665611e-05,0.000581299869698826
"YKL091C",1.06297678115977,5.46866191385854,41.2559070759941,8.58433986720231e-05,0.000584903048366655
"YGR284C",0.667078026159849,8.23445716316455,41.2354714275603,8.6014112363869e-05,0.000585269938475891
"YMR276W",0.562008363649614,8.58589178933783,41.2106263552083,8.62224819375844e-05,0.000585891709014142
"YBL049W",0.892797583272427,3.80588042309299,41.1833670601838,8.64618820546075e-05,0.000586722364945087
"YGR127W",0.596102127853407,5.49986204709749,41.0065381139133,8.79575587199152e-05,0.000596064213896259
"YCR028C-A",-0.630953108933556,7.08315858099268,40.8299664194039,8.94924489227779e-05,0.000605646194871989
"YLR273C",0.750878127585476,4.96916746969746,40.7785865459382,8.99456609590189e-05,0.000607891862459874
"YEL015W",-0.457836493238545,6.5762561115545,40.5949697544604,9.15858870175373e-05,0.000618143021811088
"YGL105W",-0.545983069570662,9.55343856398451,40.555472679854,9.19434761402017e-05,0.000619721303512961
"YAL063C",0.585293376847078,5.80674176212291,40.4434677832534,9.29669564364753e-05,0.000625777577733694
"YAL035W",-0.74673739857025,9.28412756804496,40.4291574030396,9.30985551395491e-05,0.000625822233743439
"YML100W",1.9684821667249,8.01397600489823,40.3321578910697,9.39974673095097e-05,0.000631017850249363
"YER012W",0.551747002105617,7.9959378392577,40.2267149978067,9.49865072394115e-05,0.000636803786151235
"YHR175W",-0.664663262808254,5.48405082973415,40.1000241992211,9.61916889696507e-05,0.000644021361443865
"YFL053W",0.929556798713265,3.59267569426581,40.0500691131765,9.66829732923066e-05,0.000645549392809336
"YNL307C",-0.543848426959133,7.77052890781536,40.0390783472274,9.67777589861129e-05,0.000645549392809336
"YLR431C",0.693002809835046,4.8919222565216,40.0361409176787,9.68066281948504e-05,0.000645549392809336
"YJL124C",-0.412778667964148,7.05898465950794,40.0173183603062,9.69881260750624e-05,0.000645899648116905
"YDR082W",0.603160513183678,5.38055360357055,39.9041803714757,9.80910316991591e-05,0.00065237700763531
"YHR199C",0.487480281964778,7.08906035440771,39.8608550976775,9.85170194839466e-05,0.000654341158588335
"YDR465C",-0.503431443912962,7.23453690498361,39.8216914812089,9.89042415844148e-05,0.000656042969344039
"YBL033C",0.791826352114282,6.53871328503603,39.724883541412,9.986936578813e-05,0.000661568497178512
"YHR200W",0.486408763195299,8.12565669423361,39.695389577806,0.000100165603970465,0.000662654352290736
"YAL053W",1.08021880394501,8.46029106519451,39.659736866597,0.000100525171541913,0.000664155750767676
"YNL115C",11.4118702093826,3.1646840942808,53.0727278231279,0.00010082022272464,0.0006652275038274
"YER096W",1.24046893422263,3.63748011590683,39.4911168674272,0.000102259995925576,0.000673587540410078
"YDR272W",0.391043665923006,6.5242723084591,39.4805371781494,0.000102356253644583,0.000673587540410078
"YNL085W",-0.53610582050496,9.51318463547232,39.3854235399924,0.000103344406380673,0.000677768327679793
"YHR078W",-0.461361777658761,6.64439721081875,39.3783782182863,0.000103418098233584,0.000677768327679793
"YGL092W",-0.455101293622493,8.80112780664591,39.3782022541924,0.000103419903202705,0.000677768327679793
"YML085C",-0.80184044341653,8.50271957236207,39.3674057646854,0.00010353290149262,0.000677768327679793
"YNL262W",-1.02578319113855,7.80938725859159,39.077587860141,0.00010662258513043,0.000697083428633414
"YJL026W",-0.455625710891717,9.18313913240719,38.9074059007572,0.000108488691983297,0.00070835902145026
"YER155C",-0.735640787681406,9.63560883041187,38.8920167094982,0.00010865937507594,0.000708549674974358
"YCR024C-A",-0.78097645821226,8.88151198395545,38.8037277833786,0.000109644884778271,0.000714046271741977
"YBR252W",-0.702752140062815,6.03151255444989,38.7088160656025,0.000110716470220138,0.000720088419301884
"YHR045W",-0.589492122822503,6.63058472622286,38.6721450576948,0.000111133778399603,0.000721865061251893
"YNL234W",0.935166385839586,6.10262955990475,38.6204851552486,0.000111725036027034,0.000724662859240152
"YGL048C",0.487051470522178,8.35971665376951,38.6092583360965,0.00011185391177968,0.000724662859240152
"YMR244C-A",0.574625165157257,5.17049426932866,38.5741384966621,0.000112258915772494,0.000726347093266992
"YHR138C",1.63671843213371,5.76771623359944,38.4426193156004,0.000113789933031339,0.000734776297248522
"YMR208W",-0.520466625404229,6.5301589867554,38.4370459141352,0.000113855113151927,0.000734776297248522
"YBR161W",-0.516249549149812,5.19413429677397,38.4156084429384,0.000114107494132398,0.000735457310958881
"YCR083W",0.686168483530456,5.50746268608876,38.4027885747464,0.000114258514876137,0.000735484116323512
"YNL130C",0.601468080504296,7.49524184053571,38.3126250797055,0.000115327795551354,0.000741414120823084
"YKL165C",-0.617787645678159,7.51843990491522,38.295609753183,0.000115530978448155,0.00074176812829277
"YGR103W",-0.793398398481667,8.79438269609118,38.2765955545948,0.000115758532983279,0.000742277507273059
"YKL117W",0.539705445253275,8.51040379574069,38.2150878902217,0.000116498379457933,0.000746066348242107
"YNL175C",-0.759030167314883,6.95478945112139,38.1787597213103,0.000116938056854407,0.000747925656100728
"YKL155C",0.610498212659593,6.37442067038561,38.1547274514226,0.000117230041380681,0.000748309942067955
"YNL300W",-1.08381105958242,5.0119166180517,38.1433689581037,0.000117368730690324,0.000748309942067955
"YDL241W",-1.24054236163494,4.30749653320253,38.1374122523975,0.00011744640863926,0.000748309942067955
"YDR010C",-0.984494334108423,5.39608179659716,38.113861977051,0.00011772875312763,0.000749155775937956
"YGL141W",0.593901903335419,6.59644815390125,37.8974598660822,0.000120411068000594,0.000765252066683977
"YDL169C",2.05898523437243,2.92267890943559,37.8860077978867,0.000120610262454723,0.000765546507443918
"YDR216W",0.792441136707134,6.85235329956471,37.8307292711478,0.000121253115670818,0.000768652662379062
"YHR103W",-0.369946958134039,7.77142104164314,37.7914395145216,0.000121752177802993,0.000770812244952502
"YML088W",0.729998573145344,6.7515442437159,37.7797160389306,0.000121901617013255,0.000770812244952502
"YIL007C",1.22645930955223,3.34369266709965,37.7240783149671,0.000122636317997511,0.000774480051111647
"YDL160C",-0.39230097548441,8.21607188206645,37.6659252268554,0.000123363291591238,0.000778089879457079
"YFL055W",1.24427651824436,3.77938021192416,37.5379449247932,0.000125041784130939,0.000787684597393385
"YJL145W",-0.599903231709375,6.84990832470675,37.5013405785514,0.00012551510358648,0.000789672913016449
"YLR230W",-0.811360029273984,4.93240437708093,37.4688514249361,0.000125945669682372,0.000790867482296075
"YBR164C",-0.440473489355975,6.16130444847535,37.4631572473038,0.000126020816867466,0.000790867482296075
"YLR090W",0.562195163330818,6.71775887411586,37.3908360116043,0.000126985281120377,0.000795922763267642
"YJR117W",0.407307315888056,7.90349015865051,37.3453122575621,0.000127596935923452,0.000798614891099841
"YDL093W",-0.649905642898828,6.7784284302414,37.3351698897706,0.000127733731583661,0.000798614891099841
"YER174C",-0.518844936082428,5.18906363288552,37.1715848215828,0.000129964520451878,0.000811549025465095
"YJL057C",0.731622030058891,5.93405098935722,37.1248850454274,0.000130609655579793,0.000814561837040603
"YJL074C",-0.715856071185769,6.65526341780371,37.0259434425573,0.000131989659538567,0.000822077081478903
"YEL020C",0.562768091561382,5.6459471083361,37.0150412542325,0.000132142981347947,0.000822077081478903
"YNL202W",0.63467744641605,4.70212031277324,36.9618483526608,0.000132893851280321,0.000824946833814412
"YFL029C",0.583584524825336,5.31481107468095,36.9581357483237,0.000132945925957614,0.000824946833814412
"YGR201C",0.840281645058692,4.85806350721024,36.9394223597083,0.000133211730239371,0.000824946833814412
"YDL226C",-0.50684140971807,7.40336046552176,36.9357417619731,0.000133263176628566,0.000824946833814412
"YBR013C",1.28083903280382,4.05595216461072,36.9107421098037,0.000133626526891874,0.000826174872437658
"YGL102C",-1.66905659445391,5.43323910521016,36.8962974697044,0.000133825123432797,0.000826382513133721
"YMR129W",-0.397478816542245,8.6362972548913,36.8784425249771,0.000134079867121483,0.000826820917553085
"YLR387C",0.66676051597785,7.15903019816653,36.8682139006123,0.000134226319083598,0.000826820917553085
"YKL026C",1.5485039512534,3.85597328622321,36.8489423733463,0.000134515327098773,0.000826877842895544
"YDR113C",-0.626216082918822,4.69007907763544,36.8446002754509,0.000134565783138951,0.000826877842895544
"YHR156C",0.654928460125095,5.02238498291049,36.8107763152638,0.00013505265942262,0.000828390139445256
"YKL042W",-0.833242690617788,4.57702008889515,36.8045610133025,0.000135142720432663,0.000828390139445256
"YDL126C",0.463508394100443,10.9480338631213,36.7808268318814,0.000135485161119582,0.000829473944849472
"YEL039C",2.1394623648948,2.54229837256335,36.718126158213,0.000136491074449887,0.000834612088943875
"YLL021W",-0.762645249523983,7.90261372323888,36.6381225594878,0.000137571687442912,0.000840193915505007
"YGR007W",-0.669603767347213,6.00411860729917,36.5447035614344,0.000138958707398533,0.000847631189588129
"YDL243C",0.539909248632457,5.12250875926419,36.4857151128378,0.000139843477331421,0.000851990431235715
"YGL022W",-0.592754894016379,9.13691881391104,36.4511382644646,0.000140364617608196,0.000854126373003456
"YBR151W",-0.706714775009531,7.75508718296779,36.3605428697738,0.000141742408891312,0.000860479255610449
"YLR437C",-0.606095620256558,4.69485540425873,36.3599463066602,0.000141752273538063,0.000860479255610449
"YIL108W",0.516906762951023,7.24680996427326,36.239564347866,0.000143607800993337,0.000870687490768317
"YDL240W",-0.719162795505229,6.80487181470468,36.1560510247676,0.000144912811542281,0.000876974961165996
"YBR104W",-0.669343398263336,6.0837151403961,36.1508222340251,0.000144995061470736,0.000876974961165996
"YJR107W",0.460483731260107,6.10576826934637,36.0647307448731,0.00014635630533752,0.000884140382545598
"YDL097C",0.573114299960142,8.00630232722567,36.0253830818232,0.000146983442412048,0.000886859132047636
"YKR092C",-0.71488475303366,7.4296500179261,35.9750250094637,0.000147790982739845,0.00089065853376792
"YMR201C",0.633318581987719,4.63893272199018,35.9006116692328,0.000148995001039821,0.000896835294720464
"YNL277W-A",1.69665077462764,1.82526147978992,35.9023612316935,0.00014926195017525,0.000897363561197661
"YML010W",-0.9573273490515,7.75701241727381,35.8450033198037,0.000149900849153378,0.000899431982996879
"YNL156C",0.675383792840056,6.3805939857439,35.8410769627429,0.000149965196845526,0.000899431982996879
"YMR292W",-0.62537493103881,5.54626618809312,35.8037888844877,0.00015057743892852,0.000902023701141181
"YJL167W",-0.519192402952038,8.71695325304736,35.7654737861974,0.000151209289449337,0.000904726549058874
"YHL024W",0.604880080174186,5.08184006645122,35.6923476147428,0.000152425224768278,0.000910913515082978
"YDR476C",0.422289657608787,6.04037839819352,35.6660952553327,0.000152863844240164,0.000912445926048562
"YMR203W",-0.466195700593343,8.0081875331714,35.651115958966,0.000153114988694382,0.00091285698021603
"YAL023C",-0.598024127689248,9.67210803440479,35.5091509894925,0.000155521203476889,0.000925733609096273
"YHR047C",-0.685574501536018,8.94541692626659,35.5019476560066,0.000155644508558119,0.000925733609096273
"YBR126C",1.0735505088545,8.59548124030962,35.4815280139902,0.000155994687740811,0.000926715772486338
"YBR270C",0.623030064517258,4.73891792930964,35.4579383298666,0.000156401383321065,0.000928030956957219
"YCL063W",-0.549946282740844,5.74821790921142,35.423329415718,0.00015699813927737,0.000929560996229707
"YDR353W",-0.484060186056696,9.24760621616243,35.4214509539254,0.000157030471807175,0.000929560996229707
"YBL106C",-0.533025418349509,6.35440911028577,35.382529901807,0.0001577060214267,0.000932457798470974
"YDR011W",-1.1672591023179,10.6738349341999,35.2929146208557,0.000159274566533678,0.000940621496698892
"YDR168W",0.446031943918389,7.71629533686009,35.195566689603,0.000160999942138616,0.000949691060341803
"YGL116W",-0.69913761805507,5.64587332532958,35.171880276535,0.000161423370755157,0.000951068518519798
"YKR001C",-0.399644142522561,8.64189345388052,35.1047037088053,0.000162630740888287,0.000957056110891355
"YGL054C",-0.589515254421898,7.22922431559886,34.9834577360492,0.000164838037208171,0.000968907148284647
"YGL257C",-0.396687207082263,6.6779158412392,34.9424063117765,0.000165593580156996,0.000972207091941658
"YLR092W",0.653946136005946,5.61255444592894,34.8879359533441,0.000166602744565407,0.000976986586397608
"YKL092C",-0.497839054372209,6.43572102920669,34.8466049263195,0.00016737306178471,0.000980355898734302
"YDL058W",-0.46087117467665,8.10890155845669,34.8060793495769,0.000168132671019375,0.000983123227729107
"YDR183W",0.584752043204705,4.53364578396055,34.8005312295852,0.000168238140208435,0.000983123227729107
"YJR047C",-1.47569239924267,5.51988218429408,34.7810585562366,0.000168604372713309,0.000984115033273018
"YNL250W",0.495083293783637,6.19843365005856,34.6833567608574,0.000170458798080166,0.000993566998917628
"YNL065W",0.605798137565917,8.43315346715536,34.6748931009993,0.000170620530964289,0.000993566998917628
"YBR011C",-0.807652183401502,10.0257419403798,34.6441101869703,0.000171210722795413,0.000995845876607929
"YDL212W",-0.620151067041576,7.63306003824429,34.5984907944571,0.000172089927594645,0.000999798558461698
"YBR079C",-0.722774854153895,9.26788981266236,34.5182526969047,0.000173649541171426,0.00100758357413515
"YKL102C",2.0747965681359,1.05008258961601,34.5470898699095,0.00017383230991469,0.00100758357413515
"YER054C",0.871631010718049,3.77308614542267,34.4420594131747,0.000175162271664362,0.00101411867802904
"YDR493W",0.528844236824656,4.64215663313766,34.4189957207279,0.000175603513289782,0.00101549930087209
"YLR154C",-0.637350480838918,4.57486906403297,34.4077263764647,0.000175826966280652,0.00101561873948501
"YER178W",-0.502900218975413,9.82105215374331,34.2696658061634,0.000178590877435245,0.0010303952928522
"YBL039C",-0.831471439824567,9.28191114873185,34.259098442749,0.000178804666276333,0.00103044162107235
"YDR445C",2.53009551787625,1.12427407987017,34.2895501026347,0.000179199623525888,0.00103130201003844
"YDR518W",-0.462987192947929,6.60812324144001,34.2267136930111,0.000179461827651536,0.00103130201003844
"YJL010C",-0.467092392528173,7.35977106208282,34.221307895461,0.000179571755741518,0.00103130201003844
"YJL097W",-0.48755572825465,6.26004645053242,34.1916447575726,0.000180176715186812,0.00103359105344279
"YIL014C-A",0.968843597230198,4.67450660465285,34.158582223661,0.000180861540744519,0.00103526326814449
"YBR117C",0.558805996753514,4.66085229778555,34.1572751764894,0.000180881661267258,0.00103526326814449
"YGR110W",1.03334260044676,4.51756445078428,34.1159582583189,0.000181738631081635,0.00103825690325884
"YLL020C",0.576477878206504,4.62726441174099,34.1107839721745,0.000181839178178324,0.00103825690325884
"YIL023C",0.723321269039835,6.12383700204559,34.1016664227641,0.000182026669540986,0.00103825690325884
"YHR091C",0.458833419206812,6.3770497224287,34.068058441198,0.00018272345721676,0.00104104559014964
"YKR098C",0.903107020852883,5.73482441925587,34.0440897572254,0.00018322259444938,0.00104270312841193
"YNL128W",1.16160200555755,3.12376175970088,34.0205741004775,0.000183755985560215,0.00104385454127495
"YBR147W",1.38369730988107,2.75762999871163,34.0177435847476,0.000183841794210166,0.00104385454127495
"YNL131W",-0.495517237404216,7.87221378932338,33.933646496873,0.0001855426805438,0.00105231907606268
"YDR490C",0.411937998538827,6.42196811687883,33.9197186018495,0.000185837892632027,0.0010528010931009
"YJR119C",0.914153169161578,5.38963374889489,33.798232535078,0.000188436708710076,0.00106631755618086
"YFR018C",-1.18878638928164,5.07508501250481,33.7761743128622,0.000188913393549032,0.00106780843667444
"YER186C",-0.452570754292784,5.59696394858201,33.7515793195387,0.000189445977279658,0.00106961156055978
"YMR023C",0.673581472601619,4.93217018021814,33.6623164909786,0.000191396252313599,0.00107940589142624
"YGR245C",-0.659999650746197,8.0370186488972,33.6419856171026,0.000191842918092608,0.00108070791204475
"YLR394W",0.576265812446222,4.86439868240814,33.6038031349957,0.00019268757454375,0.0010842464868709
"YNL092W",0.820414568556073,3.84740571740385,33.538153483759,0.000194162751163394,0.00109132105255474
"YJR008W",1.01802474560541,5.10732556606342,33.4762167352779,0.000195539558043355,0.00109782747385776
"YBL024W",-0.613321376780215,8.55152765789507,33.466055307418,0.000195768111638019,0.00109787984667772
"YMR314W",0.433691314450721,7.951612662394,33.4489299692951,0.000196155355938912,0.00109858622567175
"YLR088W",-0.573640685664831,7.14862563052333,33.4410969970017,0.000196332801912184,0.00109858622567175
"YML047C",-2.92038893942868,0.0395648944778422,33.7369063549109,0.000197214987295018,0.00110135165389262
"YGR132C",0.437074640227241,7.94305228200117,33.400000002851,0.000197266859732763,0.00110135165389262
"YDL051W",-0.713329436683384,7.99677245365887,33.3807216289821,0.000197706876539716,0.00110257910658229
"YJL185C",0.635392750186328,4.73573098698662,33.3174959951896,0.000199161683139746,0.00110924160969327
"YGL166W",0.491100868793218,5.88021270767219,33.3094325016075,0.000199344538483216,0.00110924160969327
"YKL107W",0.925917104558913,3.06710699167067,33.2969346287924,0.000199672417196776,0.00110983292488508
"YDR031W",0.811860417561587,3.80370956137385,33.2170195876453,0.000201501924940069,0.00111876013314841
"YAL015C",0.593802069820672,5.74008174222983,33.206358719835,0.000201741151180862,0.00111884793478821
"YFR009W",-0.562329561184121,8.18756670062794,33.1866121889686,0.000202203962388193,0.00111905402539603
"YDR022C",0.848908937626022,4.21427429818131,33.1860859753903,0.000202225218247485,0.00111905402539603
"YCL005W-A",-0.584179878578241,6.29486975424079,33.167807309301,0.000202646251242172,0.00111963891446485
"YAL004W",1.80865422041121,5.91056118911297,33.1622245046427,0.000202778054197208,0.00111963891446485
"YDL238C",0.517515402957847,5.07438181326237,33.1345666695158,0.000203431308252858,0.0011220088014651
"YCR005C",1.14096445674828,8.4754043801062,33.0090914222623,0.000206425184170115,0.00113726878143447
"YHR063C",-0.40956547953259,7.02937021140923,32.988360589774,0.000206925068067329,0.00113877004492438
"YLL043W",-0.352859517239903,7.2826618722725,32.9069443697978,0.000208902326435822,0.0011483895178821
"YGL213C",-0.34520801623677,6.84919351429004,32.8928087498887,0.000209247964275188,0.00114902829505498
"YIL066C",0.719270656621995,5.44125568871074,32.8546248079809,0.000210185476031605,0.00115291222778344
"YMR311C",0.577957240769802,6.12271854050395,32.7817779820442,0.000211986893697669,0.00116152118559948
"YFL051C",1.57498834877774,2.20578193923544,32.7118953728983,0.000213881479303037,0.0011706212550269
"YLR007W",0.604119565190895,6.04569927093698,32.6893671843979,0.000214299480475599,0.00117162860067882
"YJR075W",-0.434201043226475,7.65578325458577,32.612642529557,0.000216242485330017,0.00118077045255393
"YDL215C",0.699213181027456,7.79452131721636,32.6047670424361,0.000216443146055213,0.00118077045255393
"YHR012W",0.472817594225441,6.35521626533072,32.581618690654,0.000217034336585343,0.00118207072543023
"YER023W",-0.730805178298544,8.31952884637787,32.576954693571,0.00021715356777073,0.00118207072543023
"YBR276C",-0.341986586388066,7.20087031015824,32.5362594286936,0.000218198179470466,0.00118646740802182
"YGL021W",-0.614858897701497,6.91411263686088,32.4411443141303,0.000220663402564442,0.00119857084603332
"YDR331W",-0.40559395410651,6.61986650572088,32.429859593316,0.000220958124488605,0.00119887138400751
"YFR004W",0.642884471304191,7.31951127054418,32.4004326832257,0.000221728815453192,0.00120175098245626
"YBR019C",0.708636339432918,4.5433080100339,32.3338007267153,0.000223494835927201,0.00121001312251181
"YKL156W",-0.826626735930724,8.64669831200403,32.3018007065989,0.000224335849290972,0.00121325478752612
"YMR297W",0.532366254491097,9.96694808877434,32.2923931819717,0.000224586434197381,0.00121329974375457
"YDR395W",-0.472299855306466,9.13200075262221,32.2666187569775,0.000225274722641898,0.00121570669287783
"YDL117W",0.493369630075847,7.56705342988377,32.1807326863433,0.000227586709923214,0.00122686140290146
"YNL134C",0.729309829874993,8.40179595123479,32.1463611173849,0.000228519959631598,0.00123056769659682
"YDL247W",0.686020862590335,5.12948618424958,32.1224519656917,0.000229172649030467,0.00123275684892006
"YFR007W",0.531171768650845,4.96839822454286,32.0572420504838,0.000230962132050841,0.00124104973960366
"YMR247C",-0.378399534054061,8.12425121793725,32.0046462569123,0.000232416936216354,0.00124620045894565
"YDR245W",-0.473639746225565,7.33809489546916,32.0045950452511,0.000232418376328921,0.00124620045894565
