gene	tpm
YDR210W-B	6.15709
YDR211W	77.8435
YDR212W	161.0232
YDR213W	13.1137
YDR214W	101.2643
YDR215C	3.85239
YDR216W	6.75188
YDR217C	18.9912
YDR218C	0.643363
YDR219C	14.4244
YDR220C	0
YDR221W	31.22663
YDR222W	16.84557
YDR223W	8.00247
YDR224C	397.256
YDR225W	453.309
YDR226W	612.504
YDR227W	10.6921
YDR228C	16.782943909
YDR229W	14.03344
YDR230W	14.5577
YDR231C	10.05024
YDR232W	108.1209
YDR233C	244.9109
YDR234W	71.7892
YDR235W	18.64859
YDR236C	34.7823
YDR237W	50.5908
YDR238C	143.6481
YDR239C	15.1902
YDR240C	13.88177
YDR241W	17.7733
YDR242W	8.81512
YDR243C	11.69226
YDR244W	12.2258
YDR245W	80.11
YDR246W	26.8701
YDR246W-A	7.17202
YDR247W	4.10514
YDR248C	20.12989
YDR249C	13.48352
YDR250C	2.33933
YDR251W	27.4364
YDR252W	8.66043
YDR253C	3.8826
YDR254W	6.560488
YDR255C	5.452666
YDR256C	11.8421
YDR257C	21.28814
YDR258C	11.62977311
YDR259C	1.60987
YDR260C	24.91593
YDR261C	51.8778
YDR261C-C	0
YDR261C-D	46.8111
YDR261W-A	4.9209
YDR261W-B	18.3384
YDR262W	46.0609
YDR263C	6.5154
YDR264C	83.8756
YDR265W	12.9324
YDR266C	24.641
YDR267C	28.7579
YDR268W	17.81431
YDR269C	11.9499
YDR270W	11.7564
YDR271C	24.0062
YDR272W	42.05823
YDR273W	1.42748
YDR274C	7.2716
YDR275W	19.64276
YDR276C	154.357
YDR277C	9.29033
YDR278C	0.352537
YDR279W	11.4803
YDR280W	45.019
YDR281C	3.48902
YDR282C	25.3999
YDR283C	22.9555
YDR284C	44.4783
YDR285W	2.62334
YDR286C	18.67023
YDR287W	10.51736
YDR288W	16.9022283
YDR289C	14.68698
YDR290W	0
YDR291W	12.3544
YDR292C	53.6723
YDR293C	51.51267
YDR294C	33.36220074776
YDR295C	10.1681438
YDR296W	40.123
YDR297W	80.4319
YDR298C	110.9798
YDR299W	26.45395
YDR300C	72.1422
YDR301W	21.1905
YDR302W	39.55732
YDR303C	28.21278
YDR304C	245.3025
YDR305C	18.95248
YDR306C	11.89885
YDR307W	0
YDR308C	51.5282
YDR309C	49.0733
YDR310C	25.8915
YDR311W	17.589843
YDR312W	23.958
YDR313C	16.85406
YDR314C	6.20879
YDR315C	7.92874
YDR316W	7.6551813
YDR316W-A	12.7116
YDR316W-B	0.0234848
YDR317W	6.44982
YDR318W	6.34265
YDR319C	14.07867
YDR320C	13.3221
YDR320C-A	89.6685
YDR320W-B	27.7895
YDR321W	171.4742
YDR322C-A	51.3591
YDR322W	31.80271
YDR323C	6.3196182885
YDR324C	55.8848
YDR325W	16.8184
YDR326C	38.2914
YDR327W	44.2082
YDR328C	141.4268
YDR329C	19.4845
YDR330W	17.312700002095
YDR331W	46.5507
YDR332W	9.0673674
YDR333C	25.85294
YDR334W	21.4111
YDR335W	30.1258000198497
YDR336W	15.77439
YDR337W	32.3693
YDR338C	14.43832
YDR339C	82.0305
YDR340W	155.988
YDR341C	241.635
YDR342C	26.7247
YDR343C	1.46839
YDR344C	10.0257
YDR345C	545.913
YDR346C	130.7442
YDR347W	71.3963
YDR348C	34.03504
YDR349C	56.7052
YDR350C	13.6836
YDR351W	14.5793
YDR352W	31.9598
YDR353W	350.787
YDR354C-A	0
YDR354W	60.394
YDR355C	8.61602
YDR356W	11.7249
YDR357C	53.5693
YDR358W	9.27839
YDR359C	12.3848
YDR360W	9.60557
YDR361C	66.3858
YDR362C	13.14459
YDR363W	12.0826
YDR363W-A	145.8992
YDR364C	19.94515
YDR365C	74.879000066718
YDR365W-A	4.65447e-10
YDR365W-B	417.012
YDR366C	76.4026
YDR367W	45.67683
YDR368W	75.3384
YDR369C	6.73057
YDR370C	26.0263
YDR371C-A	2.78221
YDR371W	14.16315
YDR372C	89.6676
YDR373W	89.2255
YDR374C	0.108747
YDR374W-A	26.7277
YDR375C	21.59091
YDR376W	25.01756
YDR377W	85.1649
YDR378C	62.475433
YDR379C-A	15.52779
YDR379W	9.517502
YDR380W	17.391800222812
YDR381C-A	20.18785
YDR381W	262.7715
YDR382W	2673.265
YDR383C	8.84139
YDR384C	92.6469
YDR385W	2452.3
YDR386W	5.08499
YDR387C	8.98294000120185
YDR388W	80.6948
YDR389W	38.1986
YDR390C	23.08643374
YDR391C	12.99111
YDR392W	9.78005
YDR393W	15.4941016811
YDR394W	104.3682
YDR395W	109.818154972
YDR396W	16.9626
YDR397C	41.4597
YDR398W	74.3537
YDR399W	245.443
YDR400W	55.9813
YDR401W	0.462915
YDR402C	2.3562
YDR403W	2.36743
YDR404C	86.2239
YDR405W	12.14341
YDR406W	23.309
YDR406W-A	0.90004
YDR407C	22.9266
YDR408C	87.5917
YDR409W	7.09678
YDR410C	42.7651
YDR411C	36.727481
YDR412W	31.1557
YDR413C	0
YDR414C	20.01436
YDR415C	23.2584
YDR416W	13.23120439345
YDR417C	1533.07
YDR418W	2099.764
YDR419W	11.54388
YDR420W	13.7122
YDR421W	6.84917
YDR422C	22.79807
YDR423C	23.2195
YDR424C	105.57577
YDR425W	3.91052
YDR426C	7.23829
YDR427W	78.2768
YDR428C	26.97109
YDR429C	221.23
YDR430C	22.88746
YDR431W	0.975979
YDR432W	35.3956
YDR433W	46.7276
YDR434W	42.2398
YDR435C	24.63452
YDR436W	6.11524000036882
YDR437W	12.43053
YDR438W	5.03812
YDR439W	3.93941627
YDR440W	13.7662
YDR441C	36.728
YDR442W	8.68142
YDR443C	8.67661
YDR444W	13.19630160989
YDR445C	0.874662
YDR446W	0.110504
YDR447C	1094.589
YDR448W	25.0334000054524
YDR449C	53.0238
YDR450W	2330.066
YDR451C	21.38112
YDR452W	45.254
YDR453C	13.13574
YDR454C	343.0384
YDR455C	8.72261
YDR456W	44.3423
YDR457W	50.791
YDR458C	20.45807
YDR459C	14.46869
YDR460W	8.90706
YDR461C-A	17.26881
YDR461W	196.609
YDR462W	33.81203
YDR463W	32.4567
YDR464C-A	0.226179
YDR464W	13.7073
YDR465C	62.5912
YDR466W	14.76384
YDR467C	3.2637641846
YDR468C	22.39242
YDR469W	40.51161
YDR470C	9.35107
YDR471W	1308.906
YDR472W	40.6534
YDR473C	3.3005551
YDR475C	8.537701
YDR476C	34.08987
YDR477W	33.51556
YDR478W	14.73071
YDR479C	14.443100613228
YDR480W	13.4463
YDR481C	33.532091408
YDR482C	19.95778
YDR483W	211.2224
YDR484W	10.04971101
YDR485C	9.53984
YDR486C	39.016
YDR487C	173.9917
YDR488C	3.55437
YDR489W	17.43343
YDR490C	12.4861
YDR491C	10.0011
YDR492W	93.5394
YDR493W	26.9277
YDR494W	25.3801
YDR495C	7.7715
YDR496C	102.7829
YDR497C	144.0712
YDR498C	20.87277
YDR499W	5.10856
YDR500C	3316.8289
YDR501W	4.92615
YDR502C	34.11979
YDR503C	24.2535
YDR504C	7.91913
YDR505C	19.3073
YDR506C	6.47935
YDR507C	23.5091
YDR508C	68.0633
YDR509W	7.37776
YDR510C-A	0
YDR510W	137.7851
YDR511W	18.91712
YDR512C	0
YDR513W	103.5187
YDR514C	11.300200687762
YDR515W	16.3555
YDR516C	29.394
YDR517W	56.6597
YDR518W	35.5595
YDR519W	64.1579
YDR520C	7.29161
YDR521W	2.87152
YDR522C	1.91552
YDR523C	1.42387
YDR524C	29.8846
YDR524C-A	0.0624742
YDR524C-B	1856.116
YDR524W-C	0
YDR525W	0
YDR525W-A	19.96436
YDR526C	2.1456
YDR527W	34.6203
YDR528W	10.145338
YDR529C	77.8341
YDR530C	12.9762
YDR531W	54.6773
YDR532C	7.22818
YDR533C	27.0689
YDR534C	15.6578
YDR535C	2.93988
YDR536W	2.67648
YDR537C	6.78378
YDR538W	11.92608
YDR539W	25.4766
YDR540C	6.36589
YDR541C	11.075800747603
YDR542W	0
YDR543C	0
YDR544C	0
YDR545C-A	0
YDR545W	14.2301
YEL001C	220.66
YEL002C	193.2246
YEL003W	97.2998
YEL004W	12.20933
YEL005C	11.5804
YEL006W	34.35616
YEL007W	13.8253
YEL008C-A	0.351911
YEL008W	2.560885
YEL009C	440.9814
YEL009C-A	1.67167
YEL010W	1.19784
YEL011W	6.571160087469
YEL012W	12.58247
YEL013W	60.17
YEL014C	0.196108
YEL015W	30.561
YEL016C	14.47401
YEL017C-A	305.531
YEL017W	18.6864
YEL018C-A	0.696663
YEL018W	8.26904
YEL019C	4.76157
YEL020C	10.5176
YEL020C-B	26.1407
YEL020W-A	81.306
YEL021W	0
YEL022W	38.6411
YEL023C	3.76428
YEL024W	18.79478
YEL025C	19.3927
YEL026W	279.3759
YEL027W	959.539
YEL028W	9.51104
YEL029C	32.08009
YEL030C-A	0
YEL030W	4.45551
YEL031W	219.34581
YEL032C-A	0
YEL032W	44.2551
YEL033W	0.788098
YEL034C-A	1548.697
YEL034W	249.452
YEL035C	0.163648
YEL036C	36.8243
YEL037C	77.37825
YEL038W	57.9603
YEL039C	0.678565
YEL040W	212.7505
YEL041W	3.41577
YEL042W	149.0358
YEL043W	18.2648426
YEL044W	45.15978
YEL045C	0
YEL046C	269.8113
YEL047C	68.3202
YEL048C	21.82859
YEL049W	5.00137
YEL050C	31.0042
YEL050W-A	4.95365
YEL051W	199.2753317
YEL052W	29.0931
YEL053C	24.2813
YEL053W-A	891.477
YEL054C	1970.883
YEL055C	76.7373
YEL056W	32.141
YEL057C	2.65788
YEL058W	72.5019
YEL059C-A	12.86305
YEL059W	0
YEL060C	37.56270587299
YEL061C	13.9607103
YEL062W	9.7299
YEL063C	49.91529
YEL064C	11.48712
YEL065W	57.9946
YEL066W	27.94943
YEL067C	0
YEL068C	48.7722
YEL069C	1.78714
YEL070W	1.34282
YEL071W	220.0147
YEL072W	4.95733
YEL073C	11.736848
YEL074W	14.6805
YEL075C	5.1027
YEL075W-A	3.31203
YEL076C	6.53449
YEL076C-A	0
YEL077C	8.21872
YEL077W-A	0
YER001W	34.57116904
YER002W	41.621
YER003C	145.05282
YER004W	88.6124
YER005W	29.4274
YER006C-A	0
YER006W	111.7425
YER007C-A	125.7137
YER007W	4.862365
YER008C	26.0219
YER009W	476.495
YER010C	36.20369
YER011W	56.1076
YER012W	207.7537
YER013W	10.6056
YER014C-A	2.31172e-05
YER014W	14.9702
YER015W	5.34383
YER016W	24.6595
YER017C	29.818203
YER018C	6.25409
YER019C-A	329.3661
YER019W	0
YER020W	15.97214
YER021W	129.743108031
YER022W	17.6481
YER023C-A	0
YER023W	245.487
YER024W	7.13059
YER025W	202.1102
YER026C	138.446
YER027C	40.9258
YER028C	13.1333
YER029C	17.38553
YER030W	57.2659
YER031C	76.6433
YER032W	8.84124
YER033C	2.36616
YER034W	7.67925
YER035W	36.6626
YER036C	394.334161422
YER037W	5.13415
YER038C	9.13792
YER038W-A	3.95529
YER039C	2.043272
YER039C-A	0
YER040W	9.20794
YER041W	6.46861
YER042W	73.234
YER043C	531.011
YER044C	56.4982
YER044C-A	3.19849
YER045C	7.9342991
YER046W	10.6805
YER046W-A	3.70388
YER047C	4.45431
YER048C	53.0555
YER048W-A	98.9612
YER049W	96.37247696
YER050C	78.4207
YER051W	9.50464
YER052C	68.824
YER053C	8.29254
YER053C-A	1.38076
YER054C	1.8479
YER055C	194.8458
YER056C	198.7374
YER056C-A	2024.1358
YER057C	107.3177
YER058W	17.52012
YER059W	16.44057
YER060W	21.3201
YER060W-A	4.96581
YER061C	13.71912
YER062C	45.2255
YER063W	15.5903
YER064C	47.67051
YER065C	15.19007
YER066C-A	1.37226
YER066W	3.769815
YER067C-A	0.0389208
YER067W	10.3034
YER068C-A	1.47558
YER068W	22.88034
YER069W	12.96798
YER070W	144.807392
YER071C	35.5868
YER072W	182.3918
YER073W	89.9973
YER074W	2515.0992
YER074W-A	142.27885
YER075C	13.925
YER076C	7.587929
YER076W-A	0
YER077C	14.2379
YER078C	17.9923
YER078W-A	0.945178
YER079C-A	11.1457
YER079W	2.871678
YER080W	58.2212
YER081W	27.0606
YER082C	63.0237
YER083C	65.7311
YER084W	0.616477
YER084W-A	0
YER085C	0.380115
YER086W	97.52594
YER087C-A	2.34865
YER087C-B	108.592
YER087W	7.798004
YER088C	16.4619
YER088C-A	12.03358
YER088W-B	0
YER089C	42.8553
YER090C-A	0
YER090W	100.64319
YER091C	272.0345
YER091C-A	0.758598
YER092W	43.1426
YER093C	10.3918
YER093C-A	20.0018
YER094C	152.9962
YER095W	18.52664
YER096W	1.34565647741
YER097W	16.9013
YER098W	3.96796
YER099C	49.0964
YER100W	58.0006
YER101C	6.677999
YER102W	976.927
YER103W	9.15867
YER104W	9.201106
YER105C	43.24036
YER106W	0.368346
YER107C	42.8059
YER107W-A	18.7516
YER110C	263.753
YER111C	9.69618
YER112W	62.9145
YER113C	37.09636
YER114C	19.6669
YER115C	10.8294
YER116C	3.036267791
YER117W	2389.3362
YER118C	47.7624
YER119C	20.18389
YER119C-A	1.15173
YER120W	184.364
YER121W	1.33286
YER122C	92.2718
YER123W	33.0197
YER124C	204.6228
YER125W	97.804
YER126C	120.4208
YER127W	39.9065
YER128W	11.4893
YER129W	19.8774
YER130C	30.7838000066457
YER131W	802.232
YER132C	20.4501
YER133W	134.9087
YER133W-A	14.2447
YER134C	30.42052
YER135C	5.64571
YER136W	128.0988
YER137C	7.10794
YER137C-A	4.65447e-10
YER137W-A	1.46527
YER138C	498.269
YER138W-A	446.084
YER139C	16.299
YER140W	13.78373
YER141W	27.418900194355
YER142C	11.58899
YER143W	18.40786
YER144C	10.99422092
YER145C	120.4806
YER145C-A	0
YER146W	181.2288
YER147C	14.81264
YER147C-A	29.6749
YER148W	97.2075
YER148W-A	0
YER149C	21.58073
YER150W	17.40647
YER151C	22.3894
YER152C	52.2239
YER152W-A	1.49635
YER153C	0.509017
YER154W	32.3007
YER155C	58.7193
YER156C	103.1362
YER157W	20.9897
YER158C	2.2988
YER158W-A	13.127
YER159C	26.7042
YER159C-A	0.00439082
YER160C	47.3476
YER161C	16.85949
YER162C	4.02881
YER163C	44.72438
YER164W	19.83
YER165C-A	57.5457
YER165W	415.258
YER166W	45.9467
YER167W	28.48937
YER168C	28.1467
YER169W	18.0505
YER170W	12.241078
YER171W	23.7077
YER172C	25.7922
YER172C-A	4.92405
YER173W	8.94822
YER174C	31.1683
YER175C	10.29101
YER175W-A	0
YER176W	18.0176
YER177W	774.292
YER178W	402.2821
YER179W	2.1529
YER180C	14.77991
YER180C-A	9.1087
YER181C	2.55148
YER182W	19.14355
YER183C	36.3948
YER184C	6.4749
YER185W	2.04075
YER186C	23.7069
YER187W	2.101043
YER188C-A	0
YER188W	2.39062171292
YER189W	7.26027
YER190C-A	7.08435
YER190C-B	0
YER190W	3.09176
YFL001W	31.4387
YFL002C	29.7486
YFL002W-A	64.1749
YFL002W-B	14.8247
YFL003C	1.50625
YFL004W	70.3223
YFL005W	178.2952
YFL007W	56.018
YFL008W	17.985
YFL009W	22.11582
YFL010C	105.5007
YFL010W-A	67.5053
YFL011W	0.389638
YFL012W	1.41143
YFL012W-A	0
YFL013C	8.35468
YFL013W-A	0
YFL014W	10.35243
YFL015C	0
YFL015W-A	0
YFL016C	15.00219
YFL017C	68.3634
YFL017W-A	10.346931
YFL018C	135.0935
YFL019C	1.00994
YFL020C	8.57109
YFL021C-A	1.97116
YFL021W	3.41094
YFL022C	106.7862
YFL023W	13.41918
YFL024C	15.142084891
YFL025C	22.313
YFL026W	367.938
YFL027C	15.99192
YFL028C	34.0838
YFL029C	12.6954699
YFL030W	4.13827
YFL031C-A	0
YFL031W	689.1093
YFL032W	0.51925
YFL033C	10.1981
YFL034C-A	152.2422
YFL034C-B	14.08639
YFL034W	10.5189
YFL036W	23.4484
YFL037W	225.624
YFL038C	231.4994
YFL039C	1590.001
YFL040W	2.04739
YFL041W	46.8122
YFL041W-A	5.0639
YFL042C	6.68357
YFL044C	9.61034
YFL045C	473.7156
YFL046W	11.65153
YFL047W	21.7033000001496
YFL048C	75.9148
YFL049W	13.910717
YFL050C	7.40083
YFL051C	2.41562
YFL052W	1.22177
YFL053W	2.17579
YFL054C	3.85456
YFL055W	2.28213
YFL058W	0.440433
YFL059W	4.48148
YFL060C	5.43846
YFL061W	3.40283
YFL062W	0.0806425
YFL063W	0
YFL064C	0.710166
YFL065C	0.415145
YFL066C	2.91038
YFL067W	4.20174
YFL068W	0
YFR001W	37.4837
YFR002W	42.0506
YFR003C	32.043
YFR004W	59.4486
YFR005C	28.4567
YFR006W	77.3957
YFR007W	10.72254
YFR008W	7.17061
YFR009W	84.6475
YFR009W-A	40.0016
YFR010W	43.5952
YFR010W-A	0
YFR011C	30.6718
YFR012W	0.986376
YFR012W-A	0.542562
YFR013W	24.1484225
YFR014C	16.72336
YFR015C	4.16591
YFR016C	11.7915
YFR017C	1.24006
YFR018C	19.64754
YFR019W	6.80174
YFR020W	10.57774
YFR021W	16.58014
YFR022W	5.85964
YFR023W	0.147489
YFR024C-A	77.4066
YFR025C	42.4171
YFR026C	4.53351
YFR027W	4.99068
YFR028C	50.9328
YFR029W	4.56791
YFR030W	19.88812
YFR031C	9.01879
YFR031C-A	1860.481
YFR032C	2.29357
YFR032C-A	336.755
YFR032C-B	0.515169
YFR033C	42.0685
YFR034C	13.1307
YFR034W-A	14.9757
YFR035C	0
YFR035W-A	22.5478
YFR036W	21.34756
YFR036W-A	2.61291
YFR037C	42.1935
YFR038W	23.16389
YFR039C	22.08219
YFR040W	32.546
YFR041C	35.5937
YFR042W	27.9924
YFR043C	15.40419
YFR044C	224.4352
YFR045W	9.62386
YFR046C	8.54361
YFR047C	57.2002
YFR048W	18.3203
YFR049W	17.9116
YFR050C	160.2447
YFR051C	79.75237
YFR052C-A	4.277814
YFR052W	94.3562
YFR053C	13.726474
YFR054C	3.37935
YFR055W	95.0692
YFR056C	0
YFR057W	0
YGL001C	65.2619
YGL002W	43.2823
YGL003C	13.4326828618
YGL004C	14.49204
YGL005C	25.45979
YGL006W	16.6682
YGL006W-A	36.4593
YGL007C-A	0.7053
YGL007W	3.02475
YGL008C	2428.48
YGL009C	234.176865
YGL010W	12.8768
YGL011C	131.6846
YGL012W	192.9671
YGL013C	25.9002
YGL014C-A	0
YGL014W	23.167673
YGL015C	4.61509
YGL016W	58.7021
YGL017W	13.56176
YGL018C	13.50712
YGL019W	69.7004
YGL020C	66.7046
YGL021W	30.4828
YGL022W	144.384
YGL023C	13.98222
YGL024W	0.73091
YGL025C	7.75767
YGL026C	182.818
YGL027C	62.6669135
YGL028C	93.9747
YGL029W	22.2003
YGL030W	2120.241
YGL031C	808.9773
YGL032C	117.8836
YGL033W	0.971336
YGL034C	2.58141
YGL035C	35.4824
YGL036W	17.2806
YGL037C	69.4096
YGL038C	32.8111
YGL039W	61.3215
YGL040C	81.6525
YGL041C	0
YGL041C-B	5.22061
YGL041W-A	30.62851
YGL042C	37.9913
YGL043W	57.8385
YGL044C	22.1989
YGL045W	3.87222
YGL047W	21.92999
YGL048C	108.6124
YGL049C	25.21301
YGL050W	20.9434
YGL051W	8.57922
YGL052W	6.19814
YGL053W	24.1047
YGL054C	147.311
YGL055W	532.055
YGL056C	16.989
YGL057C	17.13457
YGL058W	93.5521
YGL059W	7.81333
YGL060W	21.33405
YGL061C	13.210732
YGL062W	50.4657
YGL063C-A	0
YGL063W	7.88956
YGL064C	13.9718
YGL065C	26.22551199
YGL066W	7.477925
YGL067W	50.6955
YGL068W	70.902
YGL069C	49.5221
YGL070C	66.642484548
YGL071W	14.46578
YGL072C	10.0847
YGL073W	17.13394
YGL074C	5.53813
YGL075C	7.50027
YGL076C	2267.001
YGL077C	60.95666181
YGL078C	91.8469
YGL079W	27.20151
YGL080W	37.35775
YGL081W	1.339209
YGL082W	35.6899
YGL083W	11.7241
YGL084C	46.0754
YGL085W	16.03059
YGL086W	17.5445
YGL087C	91.2553
YGL088W	15.2654
YGL089C	0
YGL090W	8.43422
YGL091C	11.29950812127
YGL092W	54.698
YGL093W	10.9756
YGL094C	34.8926
YGL095C	17.5573
YGL096W	5.271378
YGL097W	68.77243
YGL098W	15.74167
YGL099W	42.8789
YGL100W	74.4258
YGL101W	54.7377
YGL102C	128.413
YGL103W	3609.242
YGL104C	0
YGL105W	425.462
YGL106W	192.869
YGL107C	31.7461
YGL108C	17.96894
YGL109W	3.63642
YGL110C	4.57912
YGL111W	58.5523
YGL112C	45.2897
YGL113W	11.1838
YGL114W	22.13052
YGL115W	76.99169
YGL116W	15.0053
YGL117W	9.57026
YGL118C	0
YGL119W	28.20488
YGL120C	116.9701
YGL121C	10.89134
YGL122C	38.1052
YGL123C-A	0
YGL123W	3082.54
YGL124C	12.7941
YGL125W	13.859222
YGL126W	41.1497
YGL127C	27.36057
YGL128C	3.76869
YGL129C	26.8604
YGL130W	26.2855
YGL131C	10.609
YGL132W	5.48542
YGL133W	12.4053
YGL134W	13.87656
YGL135W	1761.703
YGL136C	20.10924
YGL137W	163.503
YGL138C	0.0313852
YGL139W	49.9028
YGL140C	38.4815
YGL141W	11.0743
YGL142C	30.7132
YGL143C	13.88732
YGL144C	14.24750515235
YGL145W	18.0042
YGL146C	3.48321
YGL147C	1825.533
YGL148W	39.0785
YGL149W	5.51142
YGL150C	28.6769
YGL151W	21.4766
YGL152C	0
YGL153W	17.27999
YGL154C	10.27702
YGL155W	36.6133
YGL156W	6.08355
YGL157W	23.44039
YGL158W	1.71421
YGL159W	18.69792
YGL160W	21.6400000008892
YGL161C	52.59523
YGL162W	6.22681
YGL163C	6.77337183915
YGL164C	4.02117
YGL165C	0.37094
YGL166W	29.8389
YGL167C	81.2454
YGL168W	50.2684
YGL169W	29.454
YGL170C	1.42689
YGL171W	34.237
YGL172W	39.7314
YGL173C	121.607
YGL174W	9.4673
YGL175C	4.88491
YGL176C	15.88368
YGL177W	10.5696
YGL178W	16.7899
YGL179C	7.381359
YGL180W	9.19095
YGL181W	26.67355
YGL182C	1.36079
YGL183C	0.554024
YGL184C	4.198445
YGL185C	14.83594
YGL186C	29.62774
YGL187C	28.8706
YGL188C	1.40072
YGL188C-A	0.255523
YGL189C	2424.73
YGL190C	32.5122
YGL191W	113.0365
YGL192W	1.69489
YGL193C	7.616125
YGL194C	24.01839
YGL194C-A	38.238
YGL195W	135.388
YGL196W	26.73294
YGL197W	20.14
YGL198W	53.3419
YGL199C	13.5062
YGL200C	307.164
YGL201C	28.3865
YGL202W	229.687
YGL203C	39.185
YGL204C	32.3083
YGL205W	2.16992
YGL206C	159.66
YGL207W	85.3199
YGL208W	9.1057
YGL209W	27.59053
YGL210W	29.2695
YGL211W	18.04197
YGL212W	3.32942
YGL213C	56.5458
YGL214W	0
YGL215W	49.0919
YGL216W	9.51633
YGL217C	15.3529
YGL218W	8.85409
YGL219C	10.968
YGL220W	144.6462
YGL221C	74.0785
YGL222C	8.23837
YGL223C	24.5001
YGL224C	24.6193
YGL225W	176.7944
YGL226C-A	106.7296
YGL226W	25.0798
YGL227W	6.07092
YGL228W	74.3005
YGL229C	8.1588
YGL230C	4.02993
YGL231C	93.3271
YGL232W	44.96896
YGL233W	23.984100185064
YGL234W	143.2664
YGL235W	0
YGL236C	22.351
YGL237C	7.62156
YGL238W	92.8568
YGL239C	0.000782796
YGL240W	10.91008
YGL241W	14.47506039
YGL242C	67.983
YGL243W	15.78194
YGL244W	14.6165
YGL245W	372.7171
YGL246C	30.29170130824
YGL247W	16.84055
YGL248W	18.84435
YGL249W	2.23263
YGL250W	6.19362
YGL251C	4.20412
YGL252C	29.5383
YGL253W	1034.535
YGL254W	18.49397
YGL255W	23.4257
YGL256W	48.36
YGL257C	29.9756
YGL258W	4.35214
YGL258W-A	3.35452
YGL259W	1.56562
YGL260W	0.829302
YGL261C	0.904565
YGL262W	0.302326
YGL263W	2.296989
YGR001C	91.59476
YGR002C	11.22828
YGR003W	17.84358
YGR004W	15.8234
YGR005C	22.77565
YGR006W	12.061332
YGR007W	47.4734
YGR008C	31.59103
YGR009C	15.21338
YGR010W	17.3433
YGR011W	13.21878
YGR012W	29.8998
YGR013W	12.417689
YGR014W	55.44102
YGR015C	9.658734
YGR016C-A	0
YGR016W	6.791091
YGR017W	62.9149
YGR018C	33.066
YGR019W	29.75402
YGR020C	260.046
YGR021W	15.4367
YGR022C	1.47161
YGR023W	1.3219
YGR024C	55.5362
YGR025W	0
YGR026W	108.8612
YGR027C	956.067
YGR027W-A	142.75
YGR027W-B	228.867
YGR028W	17.58303
YGR029W	34.97817
YGR030C	33.9328
YGR031C-A	0
YGR031W	21.4889
YGR032W	24.4578
YGR033C	47.8702
YGR034W	2305.079
YGR035C	50.98829
YGR035W-A	20.616248
YGR036C	19.56519
YGR037C	212.8597
YGR038C-A	8.15011
YGR038C-B	29.8289
YGR038W	24.83706
YGR039W	6.86796
YGR040W	28.153
YGR041W	19.83556
YGR042W	13.17889
YGR043C	2.488
YGR044C	57.7095000004763
YGR045C	2.52918
YGR046W	25.18827
YGR047C	13.72115
YGR048W	30.7293
YGR049W	11.96407
YGR050C	9.16177
YGR051C	6.12355
YGR052W	3.18905
YGR053C	1.96954
YGR054W	69.1033861
YGR055W	106.345
YGR056W	10.0806
YGR057C	18.66695
YGR058W	8.87346
YGR059W	0.398653
YGR060W	366.138
YGR061C	137.6539
YGR062C	12.9178
YGR063C	111.8474
YGR064W	19.33303
YGR065C	22.93036
YGR066C	2.45661
YGR067C	0.766623
YGR068C	8.45901
YGR068W-A	0
YGR069W	4.18241
YGR070W	4.21032
YGR071C	15.2745
YGR072W	6.77339
YGR073C	2.1338
YGR074W	50.7786
YGR075C	7.44525
YGR076C	30.09109
YGR077C	24.5923
YGR078C	102.2131
YGR079W	93.4321
YGR080W	29.6997
YGR081C	53.3899
YGR082W	132.5056
YGR083C	58.7404
YGR084C	28.9702
YGR085C	1081.469
YGR086C	163.3432
YGR087C	0.412484
YGR088W	3.43216
YGR089W	17.95162
YGR090W	69.39729
YGR091W	12.8642
YGR092W	14.4364
YGR093W	24.4857
YGR094W	411.741
YGR095C	45.867
YGR096W	7.40775
YGR097W	13.3205
YGR098C	15.5969
YGR099W	12.165203
YGR100W	17.7597
YGR101W	21.55029
YGR102C	26.7279
YGR103W	171.013
YGR104C	13.515800270361
YGR105W	96.9456
YGR106C	342.1472
YGR107W	2.44135
YGR108W	30.815400415199
YGR109C	8.19874
YGR109W-A	1.91936
YGR109W-B	2.94303
YGR110W	5.48754
YGR111W	27.31491
YGR112W	11.42145
YGR113W	11.25054
YGR114C	0
YGR115C	0
YGR116W	73.8844
YGR117C	33.38199
YGR118W	1428.77
YGR119C	47.0682
YGR120C	19.72456
YGR121C	7.55915
YGR121W-A	3.76208
YGR122C-A	96.1026
YGR122W	16.03229
YGR123C	67.8543
YGR124W	418.152
YGR125W	23.4363
YGR126W	11.8859
YGR127W	10.23204
YGR128C	59.4435
YGR129W	10.50463
YGR130C	27.0178
YGR131W	5.19537
YGR132C	86.0647
YGR133W	10.7337
YGR134W	16.3023
YGR135W	168.5556
YGR136W	53.9104
YGR137W	31.7691
YGR138C	5.22374
YGR139W	1.09323
YGR140W	13.4357
YGR141W	16.07127
YGR142W	5.181144
YGR143W	29.0475
YGR144W	2.85433
YGR145W	46.0547
YGR146C	36.0202
YGR146C-A	3.11343
YGR147C	51.3007
YGR148C	621.036
YGR149W	12.947056
YGR150C	16.0316
YGR151C	6.2428800913574
YGR152C	37.9161
YGR153W	4.13063
YGR154C	7.40899
YGR155W	554.142
YGR156W	10.01677
YGR157W	162.6243
YGR158C	49.7947
YGR159C	353.5223
YGR160W	0
YGR161C	6.41022
YGR161C-C	12.7116
YGR161C-D	30.8791
YGR161W-A	14.8247
YGR161W-B	64.1749
