"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"YBR017C",7.89575507453765,7.9430833726232,151.305885973994,5.21923731651664e-17,2.04573114379255e-15,28.4618259903942
"YDR292C",6.8517232443405,6.96456553366852,144.869638290272,7.79981867579547e-17,2.04573114379255e-15,28.4612761751735
"YMR231W",6.63672206712519,6.4611696859094,144.194246255466,8.14405292310583e-17,2.04573114379255e-15,28.4593968339302
"YJR033C",6.6172407333946,6.52308808742299,144.132230698579,8.1764954221509e-17,2.04573114379255e-15,28.4589341325274
"YER049W",7.60666723964241,7.76812017335332,148.902848204466,6.05155122800442e-17,2.04573114379255e-15,28.4540090034909
"YMR146C",7.70760712950557,8.00095617572292,149.595086214595,5.79762226754924e-17,2.04573114379255e-15,28.4523093397958
"YPR165W",8.04234169842764,8.30996720768396,152.118047604557,4.96728854308985e-17,2.04573114379255e-15,28.446356972548
"YGL097W",6.77130851474214,6.90419820192838,144.266301882511,8.10653714051287e-17,2.04573114379255e-15,28.4462147305905
"YPR097W",7.32464732700333,7.45303706216945,146.732783269028,6.93095712770018e-17,2.04573114379255e-15,28.442254650905
"YDR135C",8.80818265777802,9.01150265146955,159.282737793584,3.24624123961216e-17,2.04573114379255e-15,28.4386313183154
"YNL216W",6.81440258162988,7.03503991288997,144.198324022781,8.14192470427329e-17,2.04573114379255e-15,28.4372020613521
"YLL029W",6.8397690959024,6.91827454526942,144.238242465271,8.12112346946055e-17,2.04573114379255e-15,28.4351549082466
"YLR166C",6.40832454223177,6.37372567544821,143.043461738116,8.77004370286773e-17,2.09588098964534e-15,28.4253857986677
"YIL088C",6.10147714684352,6.3215437269834,143.174621744554,8.69607303367434e-17,2.09342827755706e-15,28.4247234030829
"YPR022C",6.73397906355064,6.62491688821066,143.652164180929,8.43253540964989e-17,2.0719215187232e-15,28.4234031349863
"YHR074W",7.10711584784675,7.41595755937906,144.927757821704,7.77095821942079e-17,2.04573114379255e-15,28.4174180074929
"YPR023C",6.39453050363096,6.55282329756787,142.85535947553,8.87734819207214e-17,2.10620694289885e-15,28.4170907718182
"YGR124W",9.18369450821437,9.66518635844689,162.799189337706,2.65293977849016e-17,2.04573114379255e-15,28.4147317794979
"YDR466W",6.29870522316202,6.20529744057421,142.771025016419,8.92592917403297e-17,2.10675836758005e-15,28.4139902445004
"YMR047C",7.43638193759991,7.50143421235607,146.729702684489,6.93230210818806e-17,2.04573114379255e-15,28.4123658627064
"YBL058W",6.84546566228,7.3778257393677,143.630255272695,8.4444305262978e-17,2.0719215187232e-15,28.4071760150549
"YPR029C",6.98107073143823,7.17535647571467,144.112856777984,8.18665993331467e-17,2.04573114379255e-15,28.4068735893109
"YJR125C",6.19990822525529,6.32758297212,142.597841125097,9.0266183576971e-17,2.10675836758005e-15,28.4043086305653
"YDR341C",8.65615360002329,8.76204614988465,156.406803758767,3.84165154130915e-17,2.04573114379255e-15,28.3970109744946
"YKL175W",6.69910674503081,6.85166025691582,142.940659514854,8.82850885178613e-17,2.10220870195429e-15,28.3954441422657
"YOR017W",6.09355296730577,5.76429788216833,142.511859789633,9.07707499106782e-17,2.10675836758005e-15,28.3939348308528
"YOR168W",8.4254034333366,8.66865764672705,153.96758466528,4.44232426924493e-17,2.04573114379255e-15,28.3898508972411
"YDR349C",7.35770731917169,7.32357963059937,145.55953169226,7.46475751011369e-17,2.04573114379255e-15,28.383938870289
"YNR026C",5.75900012937339,5.81912275467078,143.258664817543,8.64903857523716e-17,2.0897603498698e-15,28.3836919575804
"YEL013W",7.32946457471931,7.45865088892703,145.343511056533,7.56792522921479e-17,2.04573114379255e-15,28.3822980369931
"YKL057C",7.17313658189835,7.29900079018589,144.392140858812,8.04147743038856e-17,2.04573114379255e-15,28.3794495603394
"YDR452W",7.01174569358698,6.98289289179316,143.621660973312,8.44910175011896e-17,2.0719215187232e-15,28.3790897794322
"YDR212W",8.1570210293691,8.53220476696997,151.275917309398,5.22880131324707e-17,2.04573114379255e-15,28.3786475307801
"YML081W",7.71312554114175,7.57343258122117,147.786652989918,6.48736279384465e-17,2.04573114379255e-15,28.3782302481629
"YLR100W",7.24261880654145,7.08712878668276,144.72583849337,7.87173726144687e-17,2.04573114379255e-15,28.3772201641497
"YKR031C",7.20320308162976,7.18134750917106,144.417973355655,8.02819353462272e-17,2.04573114379255e-15,28.3733697934638
"YJL156C",6.27569305379679,6.33197998443409,141.880589287831,9.45724064730555e-17,2.12494238541409e-15,28.3729269624742
"YKL181W",8.25362272568,8.30147417926904,151.925247420208,5.02585527013148e-17,2.04573114379255e-15,28.3718006237098
