"","logFC","logCPM","F","PValue","FDR"
"YER119C",0.766921190999961,5.89587668005929,43.2819438701643,8.4798066142373e-05,0.000624326648013666
"YBR294W",0.661884014126833,5.23761929638768,43.2574544019378,8.49864837583147e-05,0.000624326648013666
"YNL145W",-0.562225125070339,7.4744005305671,43.2113712677619,8.53421455758347e-05,0.000624326648013666
"YNCL0045W",3.09572486383286,1.13210752129439,43.1728764829314,8.62046918856397e-05,0.000624326648013666
"YNCB0007W",4.48762140029635,-0.34301372050287,40.7414063496042,8.62178145128862e-05,0.000624326648013666
"YNCC0014W",4.48762140029635,-0.34301372050287,40.7414063496042,8.62178145128862e-05,0.000624326648013666
"YNCD0005C",4.48762140029635,-0.34301372050287,40.7414063496042,8.62178145128862e-05,0.000624326648013666
"YNCH0003C",4.48762140029635,-0.34301372050287,40.7414063496042,8.62178145128862e-05,0.000624326648013666
"YNCI0002W",4.48762140029635,-0.34301372050287,40.7414063496042,8.62178145128862e-05,0.000624326648013666
"YNCI0009W",4.48762140029635,-0.34301372050287,40.7414063496042,8.62178145128862e-05,0.000624326648013666
"YNCJ0001C",4.48762140029635,-0.34301372050287,40.7414063496042,8.62178145128862e-05,0.000624326648013666
"YNCN0004W",4.48762140029635,-0.34301372050287,40.7414063496042,8.62178145128862e-05,0.000624326648013666
"YNCN0010C",4.48762140029635,-0.34301372050287,40.7414063496042,8.62178145128862e-05,0.000624326648013666
"YNCO0002W",4.48762140029635,-0.34301372050287,40.7414063496042,8.62178145128862e-05,0.000624326648013666
"YNCO0013C",4.48762140029635,-0.34301372050287,40.7414063496042,8.62178145128862e-05,0.000624326648013666
"YLR092W",0.648338138448174,5.05750979342461,43.0986502658235,8.62202056060909e-05,0.000624326648013666
"YGL060W",-0.612468788504439,5.67162421804783,43.093796856005,8.62581552642132e-05,0.000624326648013666
"YGR255C",0.446732808874828,6.62323893280988,43.0218599949789,8.68244303808666e-05,0.000627733945503911
"YBR164C",-0.465899469468461,5.62540371473326,43.0000618968137,8.69969629346259e-05,0.000628290154292705
"YFL053W",0.934972955473592,3.04956916588366,42.8038810691996,8.85813860814598e-05,0.000639030592016854
"YCR028C-A",-0.658795605105779,6.53013651400256,42.7711509405875,8.8833711759609e-05,0.000640015431463819
"YDL160C",-0.414362505483031,7.66323467785316,42.7614377817641,8.89126732998275e-05,0.000640015431463819
"YGL092W",-0.478617252703716,8.24876104271178,42.6824325698804,8.95582164179414e-05,0.000643766963300225
"YER019C-A",-0.420265874674425,7.30481676482194,42.673719959829,8.96297582805396e-05,0.000643766963300225
"YNCN0014W",1.85839254936323,2.12114124245331,42.646837507216,8.99004103560143e-05,0.000645006000938566
"YNL156C",0.668310687645168,5.83974927825008,42.626123076742,9.00218403114416e-05,0.000645172883889634
"YBL052C",-0.594196400464794,5.59195059135131,42.5204971777113,9.08993179695006e-05,0.000650751980060521
"YDR330W",0.821215170079436,6.09691671309234,42.502902138508,9.10464675323978e-05,0.000651096174780107
"YHL001W",-0.963431775075983,8.03498804675676,42.452178331395,9.14723352840814e-05,0.000653151023114866
"YDR373W",0.46023545094307,6.16543346453961,42.4450301953095,9.15325764286049e-05,0.000653151023114866
"YHR078W",-0.474144810392111,6.09072308650116,42.4139848051122,9.17946539770799e-05,0.00065431070058283
"YOR374W",1.26940673883905,7.47627340996264,42.3145168060514,9.26404687831022e-05,0.000654894251573979
"YNCA0005W",3.20525361481754,0.0430224647352148,42.6873437142641,9.29726623126175e-05,0.000654894251573979
"YNCC0002W",3.20525361481754,0.0430224647352148,42.6873437142641,9.29726623126175e-05,0.000654894251573979
"YNCD0031C",3.20525361481754,0.0430224647352148,42.6873437142641,9.29726623126175e-05,0.000654894251573979
"YNCG0008W",3.20525361481754,0.0430224647352148,42.6873437142641,9.29726623126175e-05,0.000654894251573979
"YNCG0019W",3.20525361481754,0.0430224647352148,42.6873437142641,9.29726623126175e-05,0.000654894251573979
"YNCG0040C",3.20525361481754,0.0430224647352148,42.6873437142641,9.29726623126175e-05,0.000654894251573979
"YNCK0016W",3.20525361481754,0.0430224647352148,42.6873437142641,9.29726623126175e-05,0.000654894251573979
"YNCL0034W",3.20525361481754,0.0430224647352148,42.6873437142641,9.29726623126175e-05,0.000654894251573979
"YNCM0027W",3.20525361481754,0.0430224647352148,42.6873437142641,9.29726623126175e-05,0.000654894251573979
"YNCN0007W",3.20525361481754,0.0430224647352148,42.6873437142641,9.29726623126175e-05,0.000654894251573979
"YHR045W",-0.626253955869352,6.09141105254041,42.2273957182339,9.33891242004428e-05,0.000657035977413157
"YGL137W",-0.677515873918509,8.89542292669313,42.217260135564,9.34766644676356e-05,0.000657035977413157
"YNCD0022C",4.04936666066818,0.109960468529497,42.2927275931602,9.53448070167649e-05,0.000668736469278739
"YNCH0016C",4.04936666066818,0.109960468529497,42.2927275931602,9.53448070167649e-05,0.000668736469278739
"YOR332W",-0.777100677078474,8.28271684674615,41.9816455623417,9.55407582129299e-05,0.000669015909049104
"YNL219C",-0.538421146174398,7.28130219979275,41.9762985312385,9.55882438522685e-05,0.000669015909049104
"YPL163C",-0.939632942494717,6.01390718841313,41.9059430955333,9.62157057280132e-05,0.000672691083026067
"YLR431C",0.69250009628935,4.34060947118049,41.8685882834287,9.65512965185365e-05,0.000674320000764954
"YNL017C",2.41823249457893,1.78226167376445,41.8437263664858,9.68845574895868e-05,0.000675929205755377
"YBR137W",0.686271974991858,5.39985667504047,41.76191154378,9.75159029425937e-05,0.000679612422204375
"YGR007W",-0.730062461696064,5.41444874061135,41.6931100203868,9.81444711598021e-05,0.000683191996308133
"YAL035W",-0.762272847250237,8.73433095777005,41.6829705827065,9.82374370832601e-05,0.000683191996308133
"YNCD0003W",2.37270987309784,1.30783262763624,41.5810999995378,9.93917853956264e-05,0.000685447640688413
"YNCG0004W",2.37270987309784,1.30783262763624,41.5810999995378,9.93917853956264e-05,0.000685447640688413
"YNCG0029C",2.37270987309784,1.30783262763624,41.5810999995378,9.93917853956264e-05,0.000685447640688413
"YNCK0021W",2.37270987309784,1.30783262763624,41.5810999995378,9.93917853956264e-05,0.000685447640688413
"YNCL0047W",2.37270987309784,1.30783262763624,41.5810999995378,9.93917853956264e-05,0.000685447640688413
"YNCO0016W",2.37270987309784,1.30783262763624,41.5810999995378,9.93917853956264e-05,0.000685447640688413
"YNCP0017C",2.37270987309784,1.30783262763624,41.5810999995378,9.93917853956264e-05,0.000685447640688413
"YJR015W",-0.665517942250067,7.216972802037,41.5576770338123,9.93961657906357e-05,0.000685447640688413
"YBR161W",-0.530561273212522,4.64860382168281,41.4830991761216,0.0001000939905082,0.000689536379056489
"YDR524C-B",-0.664270690537398,9.9214868602196,41.4352089139834,0.000100544829245917,0.000691916877281847
"YGL010W",0.893604484813245,4.10988877225054,41.3934641987841,0.000100940723973943,0.000693914684055183
"YDR238C",-0.503423828205457,9.02301805372043,41.3682762099464,0.000101179426427488,0.000694467832006352
"YOR046C",-0.52666912055998,7.59705581837953,41.362698785756,0.000101232529376459,0.000694467832006352
"YBL039C-A",-0.952604821917087,5.90406350629689,41.2040195164495,0.00010275754332987,0.000703727351194349
"YOR261C",0.638129536981856,7.17096688425424,41.2000047583251,0.000102796448135511,0.000703727351194349
"YHR049W",0.864958776898414,7.73013475734179,41.1671769189563,0.000103115551650943,0.000705177320967738
"YNL255C",-0.657389529637373,8.20461893291825,41.1135161731555,0.00010363976251856,0.000708025487808708
"YBL009W",-1.19784829844898,5.44977428111123,41.0389486504395,0.000104373704522928,0.000712299051012135
"YOR320C",-0.508431516936159,6.33964830939552,41.0157556515126,0.000104603153721151,0.00071312440482926
"YDL226C",-0.533876929968085,6.84559463120569,40.9654630567279,0.000105102979328524,0.000715789409478815
"YMR191W",0.916814014223669,6.10766371409823,40.8892447259785,0.000105866060406686,0.000719164555267612
"YOR072W-B",2.17238975729875,0.94561024934341,40.9147052176775,0.000105884373407269,0.000719164555267612
"YNCD0023C",2.78869413844406,-0.359512704757246,41.3371217575449,0.000106036283331454,0.000719164555267612
"YNCN0006W",2.78869413844406,-0.359512704757246,41.3371217575449,0.000106036283331454,0.000719164555267612
"YGR021W",0.56253155705078,4.8266000076502,40.7068373585402,0.000107719904079823,0.000729830113002675
"YKL092C",-0.52062913202782,5.87872625580792,40.6467298955445,0.000108339108860468,0.000732539085706908
"YLR149C",1.54410314989297,4.48621820854942,40.6464439661234,0.000108342664532428,0.000732539085706908
"YJL026W",-0.474829965476708,8.63786575218238,40.5464171436599,0.000109382480717409,0.000738809520323549
"YNL262W",-1.04781510074349,7.26299289590326,40.5229345267509,0.000109628506950232,0.0007397110345759
"YGL039W",-1.07390057056182,6.06788999163304,40.4705727035136,0.00011017954153512,0.000742666612275704
"YPL061W",-1.05387452617845,10.3714687990889,40.4554282538021,0.000110339487939459,0.00074298269952677
"YBL033C",0.782288708358119,5.98355312989118,40.4362709569697,0.000110542326051088,0.000743586659987463
"YPL141C",-0.798737752633971,5.16025612724599,40.3700524728956,0.000111246888589279,0.000747560891419982
"YPL142C",-1.94198594233228,5.56809864531742,40.2732929480672,0.000112286037970399,0.000753773076140409
"YER096W",1.25004753542883,3.10079116822468,40.2554790259614,0.000112495792753085,0.00075441056119722
"YOR254C",-0.520966493475364,8.34979255055125,40.237441691272,0.000112673919204369,0.000754834859338546
"YAL030W",0.460651794996829,5.25991546001759,40.1367369621424,0.000113772731887151,0.000761419953118492
"YHL024W",0.602531494193952,4.52195372975963,40.1047574081792,0.000114124713266011,0.000762998591642142
"YMR208W",-0.5289230187745,5.97493236417102,39.9714654405036,0.000115604099243171,0.00077207893689658
"YMR271C",0.872745318916624,4.37082795900774,39.953228651323,0.000115808861108329,0.00077207893689658
"YDR465C",-0.511655633299076,6.68733031345829,39.9508221749246,0.000115835336545957,0.00077207893689658
"YEL059C-A",0.958438585672703,2.98259296831554,39.8839661358194,0.000116605227250232,0.000776423053179861
"YJL124C",-0.42285384288666,6.52636381488668,39.8357438699296,0.000117134896821116,0.000778673035062175
"YNL202W",0.585699715444872,4.18365451443639,39.8318222505621,0.000117180102202753,0.000778673035062175
"YAR008W",-0.812255447681143,4.14080144883481,39.7666941885404,0.000117923744958184,0.00078263674393363
"YCR061W",1.07401506351968,6.24005018014215,39.7587087768792,0.000118014761600461,0.00078263674393363
"YNL012W",0.667465645808904,4.10791865771508,39.7399564290412,0.000118232906051801,0.00078329300259318
"YJL074C",-0.754574573044303,6.10914192607697,39.6095421735795,0.000119741362773148,0.000792406849267928
"YGL102C",-1.70261201132462,4.81264757060064,39.6002955933845,0.000119849727354279,0.000792406849267928
"YPL017C",2.29256026867149,2.30290542395244,39.5873710174431,0.000120098508950798,0.0007932536691705
"YER155C",-0.75339155987894,9.08055609064795,39.5475845386316,0.00012046749313591,0.00079489193261968
"YBR250W",1.15100797031276,2.35549376892854,39.5358201283551,0.000120653232784043,0.000795319002865324
"YLR437C",-0.617601835427085,4.15386189903415,39.4729278015585,0.000121350210697258,0.000799111808319018
"YOR224C",-0.642493913339158,7.43014137929612,39.452564822357,0.000121591588309715,0.000799899818189633
"YPR135W",-0.566048243600322,5.77373727544794,39.4328124065523,0.000121826912550617,0.000799932021158597
"YEL034C-A",-0.727354742822617,9.64106853494173,39.4317165985831,0.000121839919838672,0.000799932021158597
"YNL175C",-0.780265883496047,6.42690059907191,39.3750004809466,0.000122518652797853,0.000803585415356775
"YLR407W",0.743913093681478,6.08097318947071,39.3141071853235,0.000123252490458729,0.000807592589526186
"YML100W",1.95755546319174,7.45130280986251,39.2524320118129,0.000124001139809977,0.000811688735887621
"YIL014C-A",1.01981274431852,4.12709211710077,39.2403615039087,0.000124155545994331,0.000811890794303227
"YMR244C-A",0.569887392498844,4.61030337033032,39.2005543428452,0.000124635530502551,0.000814219390122031
"YNL128W",1.18740992353307,2.57974536235721,39.1775383601718,0.000124956061850362,0.00081550271944447
"YDL058W",-0.480430732635814,7.55633718510185,39.0895654021124,0.000126004896277273,0.000821531922950635
"YNL234W",0.92190289650155,5.54325958547183,38.9896647666661,0.000127253558526847,0.000828850730067825
"YGL141W",0.586104600990048,6.05199180790528,38.9768021394661,0.000127415341451049,0.000829082796055736
"YBR276C",-0.36696139442101,6.65470630559169,38.960366351228,0.000127622482150572,0.00082960925093329
"YOR306C",0.796290084717298,6.65404796556866,38.9167728191537,0.00012817396414863,0.000832192846536014
"YAL053W",1.05836317828646,7.89842109564036,38.9089521659637,0.000128273182218652,0.000832192846536014
"YKL107W",0.944733005158066,2.51334550152194,38.8585173770859,0.000128950303543549,0.000835690592521556
"YDL185W",-0.781625347466584,10.9236841770065,38.8403921357261,0.000129147174322729,0.000835690592521556
"YDL097C",0.564017082900662,7.45863468407648,38.8367511674773,0.000129193798235225,0.000835690592521556
"YGL015C",-1.07793067959136,2.02922819971288,38.7857150062664,0.000129890698320851,0.000839372339591574
"YGR162W",-0.639064586326089,9.25377439765178,38.7301450154136,0.000130567811627181,0.000842919113962509
"YJR052W",0.538490792780554,5.20270881720303,38.6389411136668,0.000131757584627325,0.000849765305368774
"YNL292W",-0.481750859112685,5.74794227140868,38.6020553098228,0.000132242342127209,0.000849916122561287
"YPL218W",-0.571649103792364,7.52242106198426,38.5764730835826,0.00013257982527489,0.000849916122561287
"YBR013C",1.24728542237165,3.4977453695362,38.5231041198626,0.000133296514223889,0.000849916122561287
"YMR152W",0.447492382188521,6.24927844973504,38.5105258427396,0.000133454830828676,0.000849916122561287
"YML085C",-0.818576572220693,7.95054358371383,38.4804351150463,0.000133856365386698,0.000849916122561287
"YNCE0023W",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCE0026W",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCG0002C",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCG0018C",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCG0037W",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCH0002C",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCJ0015W",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCK0011C",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCK0014W",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCL0036C",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCM0021C",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCM0023C",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YNCM0029C",2.80185005670418,-0.58487979203416,38.7854927846955,0.00013410879779307,0.000849916122561287
"YAL063C",0.548564069418203,5.24892538840609,38.4391238548941,0.000134410234389854,0.000851005838545394
"YDR216W",0.782801023764004,6.28951102247255,38.4206329132492,0.000134658852774209,0.000851759365189702
"YFL051C",1.5732176658298,1.67336188859139,38.3964249077829,0.000135097137269395,0.000853709986667753
"YER174C",-0.523986453500225,4.63775649415566,38.3417918544572,0.000135725987980308,0.000856859935645136
"YPL177C",-0.737205069325837,5.32143776411486,38.3239763951997,0.000135968273270886,0.000856925321555518
"YDR513W",0.603268318141941,6.66988169053481,38.3186447340819,0.000136040840911394,0.000856925321555518
"YJL160C",1.23335543286887,2.76670933310016,38.3055614981809,0.000136246488621107,0.000856925321555518
"YPR151C",2.24804788506406,0.943795211065684,38.3504938675276,0.000136278373784262,0.000856925321555518
"YMR068W",0.827150976273643,3.8253454455759,38.2928949477713,0.000136400170996555,0.000856925321555518
"YDR113C",-0.629079924552749,4.15002107478465,38.2825618314214,0.000136534542228865,0.000856925321555518
"YFL029C",0.555784163582075,4.75615494915673,38.2741775157395,0.000136649077448293,0.000856925321555518
"YMR276W",0.540310834964031,8.0266159044369,38.2602748860447,0.000136839530571651,0.00085730161574537
"YPR170W-B",-0.60107052962326,4.81020996810896,38.239066285076,0.000137131400269878,0.000858311964355843
"YNCB0013W",7.99207021930851,-1.06381305581207,50.6489148895026,0.000137372940600872,0.000859005676145511
"YGR059W",1.18796435687842,1.25338141968198,38.2244703324528,0.000137534128916566,0.000859196098136571
"YML010W",-0.980262259194469,7.21669050138245,38.0958731921778,0.000139119942075316,0.000868277549210803
"YJR125C",0.383206219622238,6.3406916062779,38.0658566615908,0.000139541289237225,0.000870080979949754
"YOR236W",-0.501160120722185,4.68207080498169,38.0514636940601,0.000139744136393693,0.000870519871449621
"YDL240W",-0.732917442979095,6.25336375966411,38.0412070082395,0.000139888446361391,0.000870593626408204
"YGR103W",-0.814194820460555,8.24174673794222,37.8763122006838,0.000142237875296817,0.000884377782829404
"YHR156C",0.651414261648121,4.48355389622417,37.7344431400052,0.000144298224623141,0.000896340200589115
"YDR476C",0.407108710245192,5.48480300621172,37.6697086799325,0.000145249740413352,0.000901398766757836
"YKL117W",0.527760663267435,7.96764484419508,37.6151217093332,0.000146058271217203,0.000905561281546657
"YNL085W",-0.554225966888451,8.95564839143557,37.5930952138908,0.000146386110651374,0.000906738472385327
"YLL021W",-0.788790701772522,7.35045798205766,37.5502221981293,0.000147026806851898,0.000909250265985475
"YOL047C",1.94316913281964,3.31632932826492,37.5495167972894,0.000147068325128204,0.000909250265985475
"YLR090W",0.533650349618142,6.17078251436707,37.5141543699758,0.000147568474611363,0.000911484976640865
"YMR203W",-0.488816263148571,7.45823442550256,37.476240187592,0.000148140409851783,0.00091415847281307
"YIL013C",0.434486736249343,5.44549972763488,37.456452558745,0.000148440123693735,0.000915148680033044
"YKR001C",-0.415913248508954,8.08514951425078,37.4375243527039,0.000148727253661106,0.000916059523018545
"YKL165C",-0.641121153416245,6.959414102945,37.3034747318692,0.000150781096198634,0.000927666458255296
"YPL036W",0.674071380736821,4.9322372222354,37.2873822639453,0.00015103031355727,0.000927666458255296
"YLR353W",-0.572166216085174,5.50947861219159,37.2870525282998,0.000151035165905838,0.000927666458255296
"YGL105W",-0.5690942156577,9.016267923656,37.2614237219124,0.000151432450638651,0.000928803019373456
"YDL169C",2.10124456036733,2.38754418500847,37.2619720765873,0.000151502866215512,0.000928803019373456
"YPR110C",-0.621834572048714,8.17200005609611,37.2415500928878,0.000151741482803374,0.00092925601083024
"YCR024C-A",-0.8015075170911,8.30114947978118,37.2339702569491,0.000151859548939695,0.00092925601083024
"YNL300W",-1.08347612348956,4.47153813482048,37.2142218731567,0.000152168193492095,0.000929637675094514
"YDR010C",-0.995280247992735,4.8096720976216,37.2118686341135,0.000152204829336838,0.000929637675094514
"YPL063W",-0.413409941455744,7.17972314592457,37.1676016948188,0.000152898118439429,0.000933005045853226
"YLR212C",-0.787877830748586,5.0691117234073,37.1406052553288,0.000153323229447948,0.000934731228137211
"YGL048C",0.475371177534533,7.81270878726078,37.069191311545,0.000154454004588688,0.00094075228744843
"YER012W",0.533759705523782,7.4559905318121,37.0209824638185,0.000155223216462031,0.000944562017211544
"YGL008C",-0.830089739781344,13.3035202312658,37.010202306731,0.000155395848989136,0.000944737760921928
"YDL093W",-0.668778591246354,6.23003762186997,36.9932021229707,0.000155668619283103,0.000945521410285167
"YMR292W",-0.663236146542164,5.00477117656547,36.8065210027143,0.000158702233084919,0.000963057318406358
"YER044C-A",0.837360596458336,3.2818295857769,36.7448705317895,0.000159738498323288,0.00096845148614451
"YPL052W",1.15759889108991,5.01529437858332,36.7233254272946,0.000160077299476138,0.000969611071112608
"YPL148C",0.653824787397098,4.1359937401701,36.6358143947441,0.000161542582686346,0.00097758550038183
"YGL065C",-0.439918609577278,5.62449857408353,36.5993958498071,0.000162152181359491,0.000980371790151403
"YOR118W",-0.486601199228834,5.44447151025836,36.5042202388857,0.000163768070881579,0.000989231398744241
"YKR035C",0.671052800891873,4.81867593788214,36.4863400655879,0.000164074020704115,0.000989998544430144
"YNL267W",-0.361641228918348,6.95528952438291,36.4791787166297,0.000164196350186984,0.000989998544430144
"YEL015W",-0.474969334052097,6.02781956878303,36.4439508724763,0.000164801345144761,0.000991482840853052
"YLR387C",0.642765192442841,6.60049731058617,36.4395163963981,0.000164877666893576,0.000991482840853052
"YOR303W",0.89803851398112,7.67265033524696,36.4375030114295,0.000164912320046157,0.000991482840853052
"YPL226W",-0.482908868979891,9.72299792012135,36.4297463841331,0.000165045987202258,0.000991482840853052
"YJL145W",-0.621205748270145,6.3027496721261,36.411123988275,0.000165367493131698,0.000992506999873536
"YMR023C",0.649854915179301,4.37451732506071,36.362046760167,0.000166218961954358,0.00099670713317887
"YHR138C",1.63058641066472,5.22036404486274,36.2633102466005,0.000167946636041799,0.0010061488532969
"YLR394W",0.580682445348665,4.3418778685801,36.0350396364688,0.000172026106088829,0.00102964988088869
"YIL108W",0.494371696908249,6.6959163834754,35.9444082210802,0.000173678268040232,0.00103794422904151
"YDL157C",-0.617364976557572,5.47512589636507,35.9417176564723,0.000173727731580289,0.00103794422904151
"YDR518W",-0.489275411957679,6.04980123984008,35.9124326949473,0.00017426604450602,0.0010399133272584
"YJR107W",0.433683667928539,5.56226977474797,35.9065905281784,0.00017437378068149,0.0010399133272584
"YHR063C",-0.435470339191675,6.48137010624116,35.8656135183262,0.000175130969014817,0.00104348207467396
"YBL018C",-0.8711092946825,3.73898036747407,35.8357104722489,0.000175690189144967,0.00104586587233761
"YBR252W",-0.715615597604476,5.52192899055086,35.8263847649987,0.000175859808329919,0.00104592819940654
"YIL007C",1.18229508441535,2.78853073195472,35.7958053563467,0.000176457059423851,0.00104853145979525
"YOR246C",-0.516036264196032,6.78104405290949,35.78120325141,0.000176703593460688,0.00104904789180094
"YEL039C",2.14318203175721,1.98990689293905,35.7476856309219,0.000177464878065428,0.00105261658722562
"YKL155C",0.597002958113376,5.82268087850812,35.6778408895658,0.000178652814394488,0.00105776081194018
"YPL277C",1.27173191820735,3.31433386979855,35.6674396731521,0.000178868173439004,0.00105776081194018
"YKL026C",1.47839646528409,3.32025648502389,35.6670576707819,0.00017887011509728,0.00105776081194018
"YOR248W",-1.3442140418447,5.6073659076206,35.6608402043847,0.000178975962093348,0.00105776081194018
"YGR110W",0.992362187486448,3.96987247980062,35.6048770878152,0.000180051074163275,0.00106315872363077
"YPL214C",0.382472600455556,5.44308055933367,35.5029283727818,0.000182011134984493,0.00107376766527656
"YCL063W",-0.550975169196802,5.18499027644016,35.4850825750885,0.000182358093660865,0.0010748496785105
"YDR353W",-0.497289295452432,8.70582948343559,35.4570047194795,0.000182905371928176,0.00107620818960846
"YER186C",-0.48394771696996,5.04923088606555,35.4564674610613,0.000182916090656216,0.00107620818960846
"YDL243C",0.516658721370894,4.57259888267484,35.4303803537138,0.000183426848625385,0.00107824798673169
"YMR129W",-0.413065459477853,8.08160212334433,35.3665219844337,0.000184683251841781,0.0010846633879394
"YJL167W",-0.540366197821323,8.15943715407676,35.3115747879276,0.000185773144268653,0.00108928358041574
"YPR119W",-0.737996222231255,6.10834325295731,35.3101574274405,0.000185801414127517,0.00108928358041574
"YLL060C",0.543638271501915,4.47230709493263,35.295887522509,0.000186086329323229,0.00108980431308461
"YNL277W-A",1.55164010994811,1.28925852851449,35.3063827540675,0.000186221887339321,0.00108980431308461
"YOR243C",-0.769665499285021,7.23767751126306,35.2705875164901,0.000186591236367607,0.00109099431086114
"YGL022W",-0.607997641549393,8.58163782479044,35.2247952462644,0.000187510396165318,0.00109539406542086
"YFR018C",-1.20877978582177,4.52112547125119,35.2015922837246,0.000187978851027692,0.00109715542535878
"YFR009W",-0.592189811880508,7.64217183297478,35.1901443029779,0.000188209592149055,0.00109752745306441
"YKL102C",2.04455322879419,0.501650728214587,35.1689647965735,0.000189465937190082,0.00110295225322565
"YBR151W",-0.729155562949193,7.21301003452714,35.127803201455,0.000189475516416883,0.00110295225322565
"YER054C",0.8801053956748,3.21403304112693,35.0910320487894,0.000190246033874106,0.00110645746426604
"YPR063C",-0.69893780528274,5.72285487570961,34.97512058215,0.000192619971880645,0.0011192736120244
"YPL123C",0.954797281866239,4.29345964680458,34.9154204103563,0.000193867506578624,0.00112449274369083
"YMR311C",0.554564897085961,5.60247036118926,34.914388809748,0.000193888312301005,0.00112449274369083
"YJL185C",0.61619235227215,4.1916544111333,34.9050644635924,0.000194084962085072,0.00112449274369083
"YDL247W",0.680093065922041,4.56058146949671,34.8994411326792,0.000194202566051292,0.00112449274369083
"YGR245C",-0.683134035656692,7.49663093118771,34.8740423202578,0.000194736397089487,0.00112659119865503
"YJL057C",0.693817942803103,5.37377453119121,34.8373354931769,0.000195512176421286,0.00113008445333394
"YKR092C",-0.731566709004497,6.87199939942486,34.7930915331025,0.000196451868470763,0.00113451817187158
"YGR284C",0.651196437337775,7.6705340313955,34.759992047873,0.000197158559205143,0.00113592036613302
"YNL250W",0.478479698289987,5.64438992602629,34.7595905911664,0.000197167261070907,0.00113592036613302
"YCR083W",0.65975503725019,4.95854702590169,34.7574540560222,0.000197213198076351,0.00113592036613302
"YJL097W",-0.511477121868193,5.69550420573197,34.6948682670155,0.000198558142693086,0.00114266559875566
"YPR188C",1.17604922870589,3.75266268521596,34.685730363921,0.000198766821117502,0.00114286574661787
"YOR326W",-0.605428845860613,8.84640985484043,34.5860080300328,0.000200924466450558,0.00115426188244149
"YJR075W",-0.459027817460475,7.09683447097142,34.5608304201227,0.000201476662787142,0.00115642325575292
"YDR082W",0.577805902264289,4.8385680663161,34.5378971409864,0.000201981676621597,0.00115831027814759
"YGL213C",-0.350026234383499,6.29848174571101,34.4882935538119,0.000203077872477325,0.00116358132338359
"YOR073W-A",-1.90644056242821,0.293350440262653,34.4728086499959,0.000204115574726269,0.00116830744041202
"YLL043W",-0.360462615781329,6.73660045663565,34.4158762697883,0.000204691836610886,0.00116830744041202
"YGL158W",1.53629636010506,3.13644090382957,34.4073014643452,0.00020490748459668,0.00116830744041202
"YAL023C",-0.615781602607254,9.11253362811515,34.3724645046019,0.000205666814665407,0.00116830744041202
"YGL021W",-0.645849928796143,6.35948210421838,34.371608749775,0.000205686134136493,0.00116830744041202
"YNCB0016W",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCD0012W",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCG0021W",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCG0023C",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCI0008C",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCI0010C",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCJ0006W",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCJ0012W",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCJ0013C",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCJ0026W",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCK0018C",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCL0008W",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCL0040W",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCM0024W",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
"YNCO0019W",3.14407397972735,-0.955041551034531,34.2652878558459,0.00020745812278771,0.00116830744041202
